                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |   11403710 |    3211889 |    3067374 |    3217727 |    2777602 |    3218014 |    3092054 |    3337228
  Cycles                             |    7629500 |    7629500 |    7629500 |    7629500 |    7629500 |    7629500 |    7629500 |    7629500
  IPC                                |       1.49 |       0.42 |       0.40 |       0.42 |       0.36 |       0.42 |       0.41 |       0.44
  Time (ns)                          |    7629500 |    7629500 |    7629500 |    7629500 |    7629500 |    7629500 |    7629500 |    7629500
  Idle time (ns)                     |       1363 |    6069869 |    6070640 |    6071135 |    6071408 |    6071002 |    6071613 |    6072081
  Idle time (%)                      |       0.0% |      79.6% |      79.6% |      79.6% |      79.6% |      79.6% |      79.6% |      79.6%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |    1344506 |    1004139 |     943565 |    1006999 |     817034 |    1004595 |     950775 |    1054153
  num incorrect                      |      81112 |       6212 |       8487 |       6218 |      12972 |       6609 |       8407 |       5069
  misprediction rate                 |      5.69% |      0.61% |      0.89% |      0.61% |      1.56% |      0.65% |      0.88% |      0.48%
  mpki                               |       7.11 |       1.93 |       2.77 |       1.93 |       4.67 |       2.05 |       2.72 |       1.52
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    1642880 |      36206 |      40872 |      35607 |      48358 |      36527 |      40434 |      32321
    num misses                       |        171 |         25 |         25 |         25 |         25 |         26 |         25 |         25
    miss rate                        |      0.01% |      0.07% |      0.06% |      0.07% |      0.05% |      0.07% |      0.06% |      0.08%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    2486521 |     628171 |     615040 |     628274 |     589971 |     631016 |     618892 |     642303
    num misses                       |       1509 |        140 |        137 |        148 |        138 |        137 |        121 |        126
    miss rate                        |      0.06% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02%
    mpki                             |       0.13 |       0.04 |       0.04 |       0.05 |       0.05 |       0.04 |       0.04 |       0.04
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |       1680 |        165 |        162 |        173 |        163 |        163 |        146 |        151
    num misses                       |        581 |        135 |        130 |        140 |        132 |        132 |        126 |        129
    miss rate                        |     34.58% |     81.82% |     80.25% |     80.92% |     80.98% |     80.98% |     86.30% |     85.43%
    mpki                             |       0.05 |       0.04 |       0.04 |       0.04 |       0.05 |       0.04 |       0.04 |       0.04
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |    1642880 |      36206 |      40872 |      35607 |      48358 |      36527 |      40434 |      32321
    num cache misses                 |       2938 |        190 |        190 |        189 |        191 |        195 |        188 |        190
    miss rate                        |      0.18% |      0.52% |      0.46% |      0.53% |      0.39% |      0.53% |      0.46% |      0.59%
    mpki                             |       0.26 |       0.06 |       0.06 |       0.06 |       0.07 |       0.06 |       0.06 |       0.06
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |    2486521 |     628171 |     615040 |     628274 |     589971 |     631016 |     618892 |     642303
    num cache misses                 |      37298 |      13158 |      13313 |      13076 |      13448 |      13225 |      13242 |      12907
    miss rate                        |      1.50% |      2.09% |      2.16% |      2.08% |      2.28% |      2.10% |      2.14% |      2.01%
    mpki                             |       3.27 |       4.10 |       4.34 |       4.06 |       4.84 |       4.11 |       4.28 |       3.87
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |      42440 |      13451 |      13642 |      13381 |      14122 |      13813 |      13837 |      13471
    num cache misses                 |      30291 |      12120 |      12240 |      12088 |      12337 |      12211 |      12222 |      12002
    miss rate                        |     71.37% |     90.10% |     89.72% |     90.34% |     87.36% |     88.40% |     88.33% |     89.10%
    mpki                             |       2.66 |       3.77 |       3.99 |       3.76 |       4.44 |       3.79 |       3.95 |       3.60
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |      32848 |      12231 |      12381 |      12205 |      12820 |      12605 |      12629 |      12381
    num cache misses                 |      23555 |       6753 |       6838 |       6679 |       7457 |       7306 |       7271 |       7216
    miss rate                        |     71.71% |     55.21% |     55.23% |     54.72% |     58.17% |     57.96% |     57.57% |     58.28%
    mpki                             |       2.07 |       2.10 |       2.23 |       2.08 |       2.68 |       2.27 |       2.35 |       2.16
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |      10630 |          0 |          0 |          0 |      10566 |          0 |          0 |          0
  average dram access latency (ns)   |      61.31 |        inf |        inf |        inf |      61.30 |        inf |        inf |        inf
  average dram queueing delay        |       0.06 |       0.00 |       0.00 |       0.00 |       0.05 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |      10299 |        142 |        143 |        152 |        100 |        107 |         95 |         94
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       1982 |       1932 |       1921 |       1901 |       2563 |       2418 |       2414 |       2331
