                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |           0 |           0 |           0 |           0 |  4524982471 |  4453888942 |  4402853248 |  4362480846 |           0 |           0 |           0 |           0 |  4273871580 |  4206219166 |  4160813908 |  3750398990
  Cycles                             |  2939064160 |  2939064160 |  2939064160 |  2939064160 |  2229634880 |  2229634880 |  2229634880 |  2229634880 |  2939064160 |  2939064160 |  2939064160 |  2939064160 |  2229634880 |  2229634880 |  2229634880 |  2229634880
  IPC                                |        0.00 |        0.00 |        0.00 |        0.00 |        2.03 |        2.00 |        1.97 |        1.96 |        0.00 |        0.00 |        0.00 |        0.00 |        1.92 |        1.89 |        1.87 |        1.68
  Time (ns)                          |  1013470400 |  1013470400 |  1013470400 |  1013470400 |  1013470400 |  1013470400 |  1013470400 |  1013470400 |  1013470400 |  1013470400 |  1013470400 |  1013470400 |  1013470400 |  1013470400 |  1013470400 |  1013470400
  Idle time (ns)                     |  1013470400 |  1013470400 |  1013470400 |  1013470400 |         157 |      308964 |      309438 |      309721 |  1013470400 |  1013470400 |  1013470400 |  1013470400 |      309901 |      310105 |      310312 |      310552
  Idle time (%)                      |      100.0% |      100.0% |      100.0% |      100.0% |        0.0% |        0.0% |        0.0% |        0.0% |      100.0% |      100.0% |      100.0% |      100.0% |        0.0% |        0.0% |        0.0% |        0.0%
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |           0 |           0 |           0 |           0 |   236672109 |   214885417 |   195890223 |   179993654 |           0 |           0 |           0 |           0 |   147216130 |   122420454 |   105290720 |   255636302
  num incorrect                      |           0 |           0 |           0 |           0 |       16321 |       10306 |       10140 |       11916 |           0 |           0 |           0 |           0 |       10880 |       12004 |       12243 |       26642
  misprediction rate                 |       0.00% |       0.00% |       0.00% |       0.00% |       0.01% |       0.00% |       0.01% |       0.01% |       0.00% |       0.00% |       0.00% |       0.00% |       0.01% |       0.01% |       0.01% |       0.01%
  mpki                               |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.01
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |           0 |           0 |           0 |           0 |   371466554 |   369859335 |   369859335 |   369859181 |           0 |           0 |           0 |           0 |   369859144 |   369858788 |   369858407 |   279003929
    num misses                       |           0 |           0 |           0 |           0 |         291 |          39 |          39 |          39 |           0 |           0 |           0 |           0 |          39 |          39 |          39 |          39
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |           0 |           0 |           0 |           0 |  1749754185 |  1735572470 |  1729050338 |  1724756511 |           0 |           0 |           0 |           0 |  1713229055 |  1704197199 |  1698624446 |  1412476409
    num misses                       |           0 |           0 |           0 |           0 |     5922178 |     6041616 |     5668282 |     5881244 |           0 |           0 |           0 |           0 |     5943130 |     6060421 |     5837831 |     4461239
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.34% |       0.35% |       0.33% |       0.34% |       0.00% |       0.00% |       0.00% |       0.00% |       0.35% |       0.36% |       0.34% |       0.32%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        1.31 |        1.36 |        1.29 |        1.35 |        0.00 |        0.00 |        0.00 |        0.00 |        1.39 |        1.44 |        1.40 |        1.19
  L2 TLB                             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |           0 |           0 |           0 |           0 |     5922469 |     6041655 |     5668321 |     5881283 |           0 |           0 |           0 |           0 |     5943169 |     6060460 |     5837870 |     4461278
