                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |   11458753 |    3277884 |    3123112 |    3294600 |    2727296 |    3183442 |    3040510 |    3294730
  Cycles                             |   32081200 |   32081200 |   32081200 |   32081200 |    8020300 |    8020300 |    8020300 |    8020300
  IPC                                |       0.36 |       0.10 |       0.10 |       0.10 |       0.34 |       0.40 |       0.38 |       0.41
  Time (ns)                          |    8020300 |    8020300 |    8020300 |    8020300 |    8020300 |    8020300 |    8020300 |    8020300
  Idle time (ns)                     |       1224 |    6271535 |    6272217 |    6272602 |    6243190 |    6243436 |    6243663 |    6244082
  Idle time (%)                      |       0.0% |      78.2% |      78.2% |      78.2% |      77.8% |      77.8% |      77.8% |      77.9%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |    1362677 |    1025965 |     961964 |    1032772 |     802479 |     993071 |     933793 |    1039680
  num incorrect                      |      80911 |       6325 |       8374 |       6176 |      13364 |       6691 |       8733 |       4994
  misprediction rate                 |      5.60% |      0.61% |      0.86% |      0.59% |      1.64% |      0.67% |      0.93% |      0.48%
  mpki                               |       7.06 |       1.93 |       2.68 |       1.87 |       4.90 |       2.10 |       2.87 |       1.52
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    1642742 |      36618 |      40700 |      35541 |      47714 |      35969 |      40251 |      32450
    num misses                       |        175 |         25 |         27 |         25 |         25 |         25 |         25 |         25
    miss rate                        |      0.01% |      0.07% |      0.07% |      0.07% |      0.05% |      0.07% |      0.06% |      0.08%
    mpki                             |       0.02 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    2495632 |     639362 |     624046 |     641173 |     580723 |     624536 |     609618 |     635188
    num misses                       |       1563 |        150 |        142 |        151 |        143 |        132 |        118 |        132
    miss rate                        |      0.06% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02%
    mpki                             |       0.14 |       0.05 |       0.05 |       0.05 |       0.05 |       0.04 |       0.04 |       0.04
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |       1738 |        175 |        169 |        176 |        168 |        157 |        143 |        157
    num misses                       |        592 |        140 |        132 |        143 |        133 |        134 |        121 |        136
    miss rate                        |     34.06% |     80.00% |     78.11% |     81.25% |     79.17% |     85.35% |     84.62% |     86.62%
    mpki                             |       0.05 |       0.04 |       0.04 |       0.04 |       0.05 |       0.04 |       0.04 |       0.04
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |    1642742 |      36618 |      40700 |      35541 |      47714 |      35969 |      40251 |      32450
    num cache misses                 |       2748 |        189 |        197 |        190 |        191 |        189 |        189 |        190
    miss rate                        |      0.17% |      0.52% |      0.48% |      0.53% |      0.40% |      0.53% |      0.47% |      0.59%
    mpki                             |       0.24 |       0.06 |       0.06 |       0.06 |       0.07 |       0.06 |       0.06 |       0.06
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |    2495632 |     639362 |     624046 |     641173 |     580723 |     624536 |     609618 |     635188
    num cache misses                 |      37312 |      13230 |      13365 |      13118 |      13448 |      13144 |      13254 |      12968
    miss rate                        |      1.50% |      2.07% |      2.14% |      2.05% |      2.32% |      2.10% |      2.17% |      2.04%
    mpki                             |       3.26 |       4.04 |       4.28 |       3.98 |       4.93 |       4.13 |       4.36 |       3.94
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |      42104 |      13422 |      13567 |      13310 |      13639 |      13335 |      13443 |      13158
    num cache misses                 |      28800 |      12195 |      12305 |      12125 |      12390 |      12154 |      12231 |      12056
    miss rate                        |     68.40% |     90.86% |     90.70% |     91.10% |     90.84% |     91.14% |     90.98% |     91.62%
    mpki                             |       2.51 |       3.72 |       3.94 |       3.68 |       4.54 |       3.82 |       4.02 |       3.66
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |      31238 |      12205 |      12312 |      12127 |      12390 |      12157 |      12232 |      12059
    num cache misses                 |      17109 |        622 |        669 |        565 |        683 |        569 |        599 |        545
    miss rate                        |     54.77% |      5.10% |      5.43% |      4.66% |      5.51% |      4.68% |      4.90% |      4.52%
    mpki                             |       1.49 |       0.19 |       0.21 |       0.17 |       0.25 |       0.18 |       0.20 |       0.17
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |      21227 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      61.45 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       0.20 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |      10426 |        297 |        306 |        242 |        303 |        248 |        274 |        263
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
