                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   11084659 |    3159069 |    3182202 |    2955900 |    3241482 |    3080733 |    2644851 |    3123932 |    3255938 |    3169983 |    3389364 |    3365036
  Cycles                             |   11245200 |   11245200 |   11245200 |   11245200 |    8433900 |    8433900 |    8433900 |    8433900 |   11245200 |   11245200 |   11245200 |   11245200
  IPC                                |       0.99 |       0.28 |       0.28 |       0.26 |       0.38 |       0.37 |       0.31 |       0.37 |       0.29 |       0.28 |       0.30 |       0.30
  Time (ns)                          |    2811300 |    2811300 |    2811300 |    2811300 |    2811300 |    2811300 |    2811300 |    2811300 |    2811300 |    2811300 |    2811300 |    2811300
  Idle time (ns)                     |       1403 |    2288121 |    2288640 |    2288794 |    2278493 |    2278830 |    2278675 |    2278785 |    2289135 |    2289231 |    2289257 |    2289543
  Idle time (%)                      |       0.0% |      81.4% |      81.4% |      81.4% |      81.0% |      81.1% |      81.1% |      81.1% |      81.4% |      81.4% |      81.4% |      81.4%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1358933 |    1000855 |    1012316 |     916537 |    1042712 |     976541 |     790924 |     993604 |    1031115 |     995911 |    1086668 |    1076129
  num incorrect                      |      75600 |       4681 |       4233 |       7511 |       2598 |       4710 |      10736 |       4214 |       5203 |       6563 |       3499 |       3952
  misprediction rate                 |      5.27% |      0.47% |      0.42% |      0.81% |      0.25% |      0.48% |      1.34% |      0.42% |      0.50% |      0.65% |      0.32% |      0.37%
  mpki                               |       6.82 |       1.48 |       1.33 |       2.54 |       0.80 |       1.53 |       4.06 |       1.35 |       1.60 |       2.07 |       1.03 |       1.17
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    1268930 |      32170 |      28412 |      43776 |      20900 |      31067 |      60787 |      28710 |      33754 |      36744 |      25426 |      26168
    num misses                       |        173 |         29 |         29 |         29 |         29 |         29 |         48 |         29 |         29 |         29 |         29 |         29
    miss rate                        |      0.01% |      0.09% |      0.10% |      0.07% |      0.14% |      0.09% |      0.08% |      0.10% |      0.09% |      0.08% |      0.11% |      0.11%
    mpki                             |       0.02 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.02 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    2684675 |     596465 |     598302 |     576811 |     599778 |     582231 |     545234 |     587366 |     614711 |     605370 |     628572 |     626523
    num misses                       |       1733 |        148 |        145 |        148 |        145 |        146 |        144 |        138 |        151 |        142 |        141 |        141
    miss rate                        |      0.06% |      0.02% |      0.02% |      0.03% |      0.02% |      0.03% |      0.03% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02%
    mpki                             |       0.16 |       0.05 |       0.05 |       0.05 |       0.04 |       0.05 |       0.05 |       0.04 |       0.05 |       0.04 |       0.04 |       0.04
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       1906 |        177 |        174 |        177 |        174 |        175 |        192 |        167 |        180 |        171 |        170 |        170
    num misses                       |        608 |        142 |        136 |        140 |        137 |        134 |        162 |        135 |        146 |        143 |        141 |        140
    miss rate                        |     31.90% |     80.23% |     78.16% |     79.10% |     78.74% |     76.57% |     84.38% |     80.84% |     81.11% |     83.63% |     82.94% |     82.35%
    mpki                             |       0.05 |       0.04 |       0.04 |       0.05 |       0.04 |       0.04 |       0.06 |       0.04 |       0.04 |       0.05 |       0.04 |       0.04
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    1268930 |      32170 |      28412 |      43776 |      20900 |      31067 |      60787 |      28710 |      33754 |      36744 |      25426 |      26168
    num cache misses                 |       2826 |        177 |        178 |        178 |        179 |        177 |        381 |        176 |        176 |        176 |        176 |        176
    miss rate                        |      0.22% |      0.55% |      0.63% |      0.41% |      0.86% |      0.57% |      0.63% |      0.61% |      0.52% |      0.48% |      0.69% |      0.67%
    mpki                             |       0.25 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.14 |       0.06 |       0.05 |       0.06 |       0.05 |       0.05
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2684675 |     596465 |     598302 |     576811 |     599778 |     582231 |     545234 |     587366 |     614711 |     605370 |     628572 |     626523
