                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5    
  Instructions                       |     335059 |          0 |          0 |          0 |          0 |          0
  Cycles                             |     373900 |     373900 |     373900 |     373900 |     373900 |     373900
  IPC                                |       0.90 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Time (ns)                          |     373900 |     373900 |     373900 |     373900 |     373900 |     373900
  Idle time (ns)                     |        203 |     373900 |     373900 |     373900 |     373900 |     373900
  Idle time (%)                      |       0.1% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0%
Branch predictor stats               |            |            |            |            |            |           
  num correct                        |      50729 |          0 |          0 |          0 |          0 |          0
  num incorrect                      |       3383 |          0 |          0 |          0 |          0 |          0
  misprediction rate                 |      6.25% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
  mpki                               |      10.10 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
TLB Summary                          |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |           
    num accesses                     |      40128 |          0 |          0 |          0 |          0 |          0
    num misses                       |         94 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.23% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.28 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |           
    num accesses                     |     143238 |          0 |          0 |          0 |          0 |          0
    num misses                       |        393 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.27% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       1.17 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |           
    num accesses                     |        487 |          0 |          0 |          0 |          0 |          0
    num misses                       |        281 |          0 |          0 |          0 |          0 |          0
    miss rate                        |     57.70% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.84 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |           
    num cache accesses               |      40128 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |       1280 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      3.19% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       3.82 |        inf |        inf |        inf |        inf |        inf
  Cache L1-D                         |            |            |            |            |            |           
    num cache accesses               |     143238 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |       9081 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      6.34% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |      27.10 |        inf |        inf |        inf |        inf |        inf
  Cache L2                           |            |            |            |            |            |           
    num cache accesses               |      12238 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |       8943 |          0 |          0 |          0 |          0 |          0
    miss rate                        |     73.08% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |      26.69 |        inf |        inf |        inf |        inf |        inf
  Cache L3                           |            |            |            |            |            |           
    num cache accesses               |      10827 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |       8507 |          0 |          0 |          0 |          0 |          0
    miss rate                        |     78.57% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |      25.39 |        inf |        inf |        inf |        inf |        inf
DRAM summary                         |            |            |            |            |            |           
  num dram accesses                  |       4280 |          0 |          0 |          0 |       4227 |          0
  average dram access latency (ns)   |      61.32 |        inf |        inf |        inf |      61.31 |        inf
  average dram queueing delay        |       0.07 |       0.00 |       0.00 |       0.00 |       0.06 |       0.00
  average dram bandwidth utilization |      1.00% |      0.00% |      0.00% |      0.00% |      1.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |           
  num loads from dram                |       6152 |          0 |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0
