                                     | Core 0      | Core 1     
  Instructions                       |  4387786044 |   449642898
  Cycles                             |  4666860670 |  3540377060
  IPC                                |        0.94 |        0.13
  Time (ns)                          |  1609262300 |  1609262300
  Idle time (ns)                     |    12144003 |  1425308068
  Idle time (%)                      |        0.8% |       88.6%
Branch predictor stats               |             |            
  num correct                        |   177924889 |     8694744
  num incorrect                      |     6733109 |      293151
  misprediction rate                 |       3.65% |       3.26%
  mpki                               |        1.53 |        0.65
TLB Summary                          |             |            
  I-TLB                              |             |            
    num accesses                     |   843562638 |    69643321
    num misses                       |         221 |          51
    miss rate                        |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00
  D-TLB                              |             |            
    num accesses                     |  2615227362 |   284281417
    num misses                       |    16842315 |     2852059
    miss rate                        |       0.64% |       1.00%
    mpki                             |        3.84 |        6.34
  L2 TLB                             |             |            
    num accesses                     |    16842536 |     2852110
    num misses                       |     8012879 |     1543166
    miss rate                        |      47.58% |      54.11%
    mpki                             |        1.83 |        3.43
Cache Summary                        |             |            
  Cache L1-I                         |             |            
    num cache accesses               |   843562638 |    69643321
    num cache misses                 |     1530697 |       24525
    miss rate                        |       0.18% |       0.04%
    mpki                             |        0.35 |        0.05
  Cache L1-D                         |             |            
    num cache accesses               |  2615227362 |   284281417
    num cache misses                 |    23343292 |     2896017
    miss rate                        |       0.89% |       1.02%
    mpki                             |        5.32 |        6.44
  Cache L2                           |             |            
    num cache accesses               |    26093242 |     2920917
    num cache misses                 |    14741373 |     2465341
    miss rate                        |      56.49% |      84.40%
    mpki                             |        3.36 |        5.48
  Cache L3                           |             |            
    num cache accesses               |    15961444 |     2465716
    num cache misses                 |     4568771 |      440866
    miss rate                        |      28.62% |      17.88%
    mpki                             |        1.04 |        0.98
DRAM summary                         |             |            
  num dram accesses                  |     7475624 |           0
  average dram access latency (ns)   |       61.28 |         inf
  average dram queueing delay        |        0.03 |        0.00
  average dram bandwidth utilization |       0.00% |       0.00%
Coherency Traffic                    |             |            
  num loads from dram                |     3824422 |      389090
  num loads from dram cache          |           0 |           0
  num loads from remote cache        |           0 |           0
