                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   11212303 |    3046697 |    2997594 |    3082830 |    2742525 |    3082325 |    3034495 |    2941562 |    2577674 |    2997616 |    3038976 |    3012867 |    2816465 |    2983054 |    3026104 |    3004075
  Cycles                             |   30342000 |   30342000 |   30342000 |   30342000 |    7585500 |    7585500 |    7585500 |    7585500 |   30342000 |   30342000 |   30342000 |   30342000 |    7585500 |    7585500 |    7585500 |    7585500
  IPC                                |       0.37 |       0.10 |       0.10 |       0.10 |       0.36 |       0.41 |       0.40 |       0.39 |       0.08 |       0.10 |       0.10 |       0.10 |       0.37 |       0.39 |       0.40 |       0.40
  Time (ns)                          |    7585500 |    7585500 |    7585500 |    7585500 |    7585500 |    7585500 |    7585500 |    7585500 |    7585500 |    7585500 |    7585500 |    7585500 |    7585500 |    7585500 |    7585500 |    7585500
  Idle time (ns)                     |       1544 |    6218696 |    6219637 |    6220108 |    6190490 |    6190790 |    6191097 |    6191141 |    6220987 |    6221271 |    6221608 |    6221808 |    6192969 |    6193127 |    6193235 |    6193173
  Idle time (%)                      |       0.0% |      82.0% |      82.0% |      82.0% |      81.6% |      81.6% |      81.6% |      81.6% |      82.0% |      82.0% |      82.0% |      82.0% |      81.6% |      81.6% |      81.6% |      81.6%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1307105 |     979840 |     960986 |     995603 |     858499 |    1001755 |     981182 |     942670 |     786741 |     961037 |     977868 |     968837 |     889417 |     961043 |     979431 |     969677
  num incorrect                      |      76965 |       3375 |       3927 |       2790 |       6804 |       1810 |       2605 |       3869 |       9661 |       3966 |       3312 |       3627 |       5584 |       3153 |       2591 |       2859
  misprediction rate                 |      5.56% |      0.34% |      0.41% |      0.28% |      0.79% |      0.18% |      0.26% |      0.41% |      1.21% |      0.41% |      0.34% |      0.37% |      0.62% |      0.33% |      0.26% |      0.29%
  mpki                               |       6.86 |       1.11 |       1.31 |       0.91 |       2.48 |       0.59 |       0.86 |       1.32 |       3.75 |       1.32 |       1.09 |       1.20 |       1.98 |       1.06 |       0.86 |       0.95
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    1244506 |      29568 |      32139 |      24398 |      51656 |      17618 |      23003 |      31990 |      69751 |      32106 |      27967 |      29573 |      44574 |      26428 |      22545 |      24466
