                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |   11155077 |    3240858 |    3096157 |    3268431 |    2779108 |    3234441 |    3093963 |    3346584
  Cycles                             |    8555100 |    8555100 |    8555100 |    8555100 |    8555100 |    8555100 |    8555100 |    8555100
  IPC                                |       1.30 |       0.38 |       0.36 |       0.38 |       0.32 |       0.38 |       0.36 |       0.39
  Time (ns)                          |    2851700 |    2851700 |    2851700 |    2851700 |    2851700 |    2851700 |    2851700 |    2851700
  Idle time (ns)                     |       1394 |    2244706 |    2244989 |    2245369 |    2245434 |    2245513 |    2245357 |    2245475
  Idle time (%)                      |       0.0% |      78.7% |      78.7% |      78.7% |      78.7% |      78.7% |      78.7% |      78.7%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |    1360959 |    1012467 |     952342 |    1023526 |     816902 |    1008863 |     950597 |    1056336
  num incorrect                      |      76877 |       6162 |       8345 |       6017 |      13108 |       6652 |       8464 |       5045
  misprediction rate                 |      5.35% |      0.60% |      0.87% |      0.58% |      1.58% |      0.66% |      0.88% |      0.48%
  mpki                               |       6.89 |       1.90 |       2.70 |       1.84 |       4.72 |       2.06 |       2.74 |       1.51
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    1630347 |      29035 |      31679 |      28277 |      37281 |      28613 |      31518 |      26349
    num misses                       |        172 |         26 |         26 |         26 |         26 |         26 |         28 |         28
    miss rate                        |      0.01% |      0.09% |      0.08% |      0.09% |      0.07% |      0.09% |      0.09% |      0.11%
    mpki                             |       0.02 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    2727603 |     637997 |     624650 |     641759 |     595004 |     638465 |     623913 |     649157
    num misses                       |       1777 |        135 |        139 |        146 |        142 |        152 |        147 |        125
    miss rate                        |      0.07% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02%
    mpki                             |       0.16 |       0.04 |       0.04 |       0.04 |       0.05 |       0.05 |       0.05 |       0.04
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |       1949 |        161 |        165 |        172 |        168 |        178 |        175 |        153
    num misses                       |        587 |        129 |        129 |        131 |        133 |        143 |        134 |        130
    miss rate                        |     30.12% |     80.12% |     78.18% |     76.16% |     79.17% |     80.34% |     76.57% |     84.97%
    mpki                             |       0.05 |       0.04 |       0.04 |       0.04 |       0.05 |       0.04 |       0.04 |       0.04
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |    1630347 |      29035 |      31679 |      28277 |      37281 |      28613 |      31518 |      26349
    num cache misses                 |       3190 |        176 |        175 |        175 |        176 |        175 |        183 |        181
    miss rate                        |      0.20% |      0.61% |      0.55% |      0.62% |      0.47% |      0.61% |      0.58% |      0.69%
    mpki                             |       0.29 |       0.05 |       0.06 |       0.05 |       0.06 |       0.05 |       0.06 |       0.05
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |    2727603 |     637997 |     624650 |     641759 |     595004 |     638465 |     623913 |     649157
    num cache misses                 |      37548 |      13183 |      13327 |      13096 |      13562 |      13206 |      13308 |      12987
    miss rate                        |      1.38% |      2.07% |      2.13% |      2.04% |      2.28% |      2.07% |      2.13% |      2.00%
    mpki                             |       3.37 |       4.07 |       4.30 |       4.01 |       4.88 |       4.08 |       4.30 |       3.88
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |      43050 |      13469 |      13654 |      13395 |      14221 |      13773 |      13893 |      13541
    num cache misses                 |      30560 |      12156 |      12261 |      12082 |      12439 |      12180 |      12264 |      12075
    miss rate                        |     70.99% |     90.25% |     89.80% |     90.20% |     87.47% |     88.43% |     88.27% |     89.17%
    mpki                             |       2.74 |       3.75 |       3.96 |       3.70 |       4.48 |       3.77 |       3.96 |       3.61
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |      33209 |      12277 |      12416 |      12206 |      12923 |      12572 |      12666 |      12451
    num cache misses                 |      23719 |       6844 |       6931 |       6706 |       7511 |       7387 |       7237 |       7292
    miss rate                        |     71.42% |     55.75% |     55.82% |     54.94% |     58.12% |     58.76% |     57.14% |     58.57%
    mpki                             |       2.13 |       2.11 |       2.24 |       2.05 |       2.70 |       2.28 |       2.34 |       2.18
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |      10682 |          0 |          0 |          0 |      10611 |          0 |          0 |          0
  average dram access latency (ns)   |      61.38 |        inf |        inf |        inf |      61.37 |        inf |        inf |        inf
  average dram queueing delay        |       0.13 |       0.00 |       0.00 |       0.00 |       0.12 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |      10454 |        122 |        143 |        151 |         95 |        108 |        109 |        104
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       2006 |       1949 |       1969 |       1919 |       2478 |       2446 |       2431 |       2469
