                                     | Core 0     | Core 1    
  Instructions                       |   48572270 |   10589889
  Cycles                             |   40708400 |   40708400
  IPC                                |       1.19 |       0.26
  Time (ns)                          |   10177100 |   10177100
  Idle time (ns)                     |       1337 |    7007849
  Idle time (%)                      |       0.0% |      68.9%
Branch predictor stats               |            |           
  num correct                        |    5315093 |    2384172
  num incorrect                      |     447299 |     114268
  misprediction rate                 |      7.76% |      4.57%
  mpki                               |       9.21 |      10.79
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |    6689615 |    1032539
    num misses                       |        169 |         28
    miss rate                        |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00
  D-TLB                              |            |           
    num accesses                     |   12156232 |    3386172
    num misses                       |      37713 |      36413
    miss rate                        |      0.31% |      1.08%
    mpki                             |       0.78 |       3.44
  L2 TLB                             |            |           
    num accesses                     |      37882 |      36441
    num misses                       |        943 |        483
    miss rate                        |      2.49% |      1.33%
    mpki                             |       0.02 |       0.05
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |    6689615 |    1032539
    num cache misses                 |       3384 |        300
    miss rate                        |      0.05% |      0.03%
    mpki                             |       0.07 |       0.03
  Cache L1-D                         |            |           
    num cache accesses               |   12156232 |    3386172
    num cache misses                 |     195138 |     162012
    miss rate                        |      1.61% |      4.78%
    mpki                             |       4.02 |      15.30
  Cache L2                           |            |           
    num cache accesses               |     200510 |     162317
    num cache misses                 |     136897 |     114253
    miss rate                        |     68.27% |     70.39%
    mpki                             |       2.82 |      10.79
  Cache L3                           |            |           
    num cache accesses               |     139063 |     114360
    num cache misses                 |      29063 |       8029
    miss rate                        |     20.90% |      7.02%
    mpki                             |       0.60 |       0.76
DRAM summary                         |            |           
  num dram accesses                  |      37059 |          0
  average dram access latency (ns)   |      61.74 |        inf
  average dram queueing delay        |       0.49 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |      13703 |       3885
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |          0 |          0
