                                     | Core 0      | Core 1     
  Instructions                       |  4387724947 |   449591953
  Cycles                             |  3430469740 |  3430469740
  IPC                                |        1.28 |        0.13
  Time (ns)                          |  1182920600 |  1182920600
  Idle time (ns)                     |      882841 |  1054468361
  Idle time (%)                      |        0.1% |       89.1%
Branch predictor stats               |             |            
  num correct                        |   178235478 |     8692072
  num incorrect                      |     6413503 |      292610
  misprediction rate                 |       3.47% |       3.26%
  mpki                               |        1.46 |        0.65
TLB Summary                          |             |            
  I-TLB                              |             |            
    num accesses                     |   843554329 |    69637011
    num misses                       |         218 |          50
    miss rate                        |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00
  D-TLB                              |             |            
    num accesses                     |  2615213511 |   284259144
    num misses                       |    17050712 |     2974196
    miss rate                        |       0.65% |       1.05%
    mpki                             |        3.89 |        6.62
  L2 TLB                             |             |            
    num accesses                     |    17050930 |     2974246
    num misses                       |     7967313 |     1546294
    miss rate                        |      46.73% |      51.99%
    mpki                             |        1.82 |        3.44
Cache Summary                        |             |            
  Cache L1-I                         |             |            
    num cache accesses               |   843554329 |    69637011
    num cache misses                 |     2656467 |        9480
    miss rate                        |       0.31% |       0.01%
    mpki                             |        0.61 |        0.02
  Cache L1-D                         |             |            
    num cache accesses               |  2615213511 |   284259144
    num cache misses                 |    23446251 |     2869716
    miss rate                        |       0.90% |       1.01%
    mpki                             |        5.34 |        6.38
  Cache L2                           |             |            
    num cache accesses               |    27324453 |     2879400
    num cache misses                 |    14744909 |     2074507
    miss rate                        |      53.96% |      72.05%
    mpki                             |        3.36 |        4.61
  Cache L3                           |             |            
    num cache accesses               |    15967504 |     2074711
    num cache misses                 |     5114846 |      968518
    miss rate                        |      32.03% |      46.68%
    mpki                             |        1.17 |        2.15
DRAM summary                         |             |            
  num dram accesses                  |     3434181 |     3434979
  average dram access latency (ns)   |       61.26 |       61.26
  average dram queueing delay        |        0.01 |        0.01
  average dram bandwidth utilization |       0.00% |       0.00%
Coherency Traffic                    |             |            
  num loads from dram                |     3596251 |      222550
  num loads from dram cache          |           0 |           0
  num loads from remote cache        |      568929 |      483667
