                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |  179936206 |  261526127 |  215970762 |       6322 |  132282266 |  621825093 |  163124322 |  414182215 |  197861914 |       3094 |  229787629 |       3247
  Cycles                             |  501720880 |  501720880 |  501720880 |  501720880 |  380615840 |  380615840 |  380615840 |  380615840 |  501720880 |  501720880 |  501720880 |  501720880
  IPC                                |       0.36 |       0.52 |       0.43 |       0.00 |       0.35 |       1.63 |       0.43 |       1.09 |       0.39 |       0.00 |       0.46 |       0.00
  Time (ns)                          |  173007200 |  173007200 |  173007200 |  173007200 |  173007200 |  173007200 |  173007200 |  173007200 |  173007200 |  173007200 |  173007200 |  173007200
  Idle time (ns)                     |  148175430 |  129513696 |  127678776 |  173004200 |  143171330 |   48452093 |  137864681 |   83481224 |  137925723 |  173005740 |  133891417 |  173005220
  Idle time (%)                      |      85.6% |      74.9% |      73.8% |     100.0% |      82.8% |      28.0% |      79.7% |      48.3% |      79.7% |     100.0% |      77.4% |     100.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    4789368 |   10280128 |    6938446 |        633 |    4945305 |   24006719 |    6357771 |   14377602 |    7772050 |        297 |    9012256 |        269
  num incorrect                      |      26590 |     302619 |     632736 |         84 |     275400 |    1005501 |     289743 |     870111 |     291307 |         49 |     294002 |         42
  misprediction rate                 |      0.55% |      2.86% |      8.36% |     11.72% |      5.28% |      4.02% |      4.36% |      5.71% |      3.61% |     14.16% |      3.16% |     13.50%
  mpki                               |       0.15 |       1.16 |       2.93 |      13.29 |       2.08 |       1.62 |       1.78 |       2.10 |       1.47 |      15.84 |       1.28 |      12.94
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   15898608 |   25608269 |   20807861 |        648 |   12469787 |   61559834 |   15761074 |   39108049 |   19272286 |        345 |   22430655 |        270
