                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   43244732 |    5130492 |    4835334 |    5083420 |    4167711 |    4060227 |    4122625 |    5147556 |    5225796 |    4732609 |    4722533 |    5191958
  Cycles                             |  118496400 |  118496400 |  118496400 |  118496400 |   29624100 |   29624100 |  118496400 |  118496400 |  118496400 |  118496400 |   29624100 |   29624100
  IPC                                |       0.36 |       0.04 |       0.04 |       0.04 |       0.14 |       0.14 |       0.03 |       0.04 |       0.04 |       0.04 |       0.16 |       0.18
  Time (ns)                          |   29624100 |   29624100 |   29624100 |   29624100 |   29624100 |   29624100 |   29624100 |   29624100 |   29624100 |   29624100 |   29624100 |   29624100
  Idle time (ns)                     |       1280 |   26847377 |   26744530 |   26745005 |   26714524 |   26714870 |   26746153 |   26745379 |   26745800 |   26745968 |   26716426 |   26746360
  Idle time (%)                      |       0.0% |      90.6% |      90.3% |      90.3% |      90.2% |      90.2% |      90.3% |      90.3% |      90.3% |      90.3% |      90.2% |      90.3%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    4527885 |    1554520 |    1404821 |    1508706 |    1121965 |    1071147 |    1084630 |    1534395 |    1567626 |    1359525 |    1356998 |    1570493
  num incorrect                      |     341518 |      11730 |      20128 |      16819 |      28200 |      29920 |      29938 |      16387 |      14987 |      21804 |      20832 |      13087
  misprediction rate                 |      7.01% |      0.75% |      1.41% |      1.10% |      2.45% |      2.72% |      2.69% |      1.06% |      0.95% |      1.58% |      1.51% |      0.83%
  mpki                               |       7.90 |       2.29 |       4.16 |       3.31 |       6.77 |       7.37 |       7.26 |       3.18 |       2.87 |       4.61 |       4.41 |       2.52
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    5163732 |      90680 |     128142 |     113604 |     174752 |     184092 |     187446 |     110757 |     104959 |     138023 |     136523 |      95263
    num misses                       |        176 |         29 |         29 |         31 |         50 |         48 |         50 |         29 |         31 |         46 |         46 |         31
    miss rate                        |      0.00% |      0.03% |      0.02% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03%
    mpki                             |       0.00 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    9906485 |    1096339 |    1088733 |    1111026 |    1022887 |    1006586 |    1026558 |    1118409 |    1127233 |    1082403 |    1074283 |    1109810
    num misses                       |       7920 |       6037 |       6063 |       6127 |       6054 |       6191 |       6141 |       6126 |       6011 |       6099 |       6159 |       6070
