                                     | Core 0       | Core 1      
  Instructions                       |  17449272279 |  16923884586
  Cycles                             |  14146375800 |  14146375800
  IPC                                |         1.23 |         1.20
  Time (ns)                          |   4715458600 |   4715458600
  Idle time (ns)                     |          269 |       333430
  Idle time (%)                      |         0.0% |         0.0%
Branch predictor stats               |              |             
  num correct                        |    733470541 |    559169878
  num incorrect                      |      1162859 |      1162185
  misprediction rate                 |        0.16% |        0.21%
  mpki                               |         0.07 |         0.07
TLB Summary                          |              |             
  I-TLB                              |              |             
    num accesses                     |   1476277810 |   1475675921
    num misses                       |          190 |           33
    miss rate                        |        0.00% |        0.00%
    mpki                             |         0.00 |         0.00
  D-TLB                              |              |             
    num accesses                     |   7267675350 |   7178699611
    num misses                       |     55431005 |     55120643
    miss rate                        |        0.76% |        0.77%
    mpki                             |         3.18 |         3.26
  L2 TLB                             |              |             
    num accesses                     |     55431195 |     55120676
    num misses                       |      3040760 |      3041995
    miss rate                        |        5.49% |        5.52%
    mpki                             |         0.17 |         0.18
Cache Summary                        |              |             
  Cache L1-I                         |              |             
    num cache accesses               |   1476277810 |   1475675921
    num cache misses                 |      2725797 |      2428724
    miss rate                        |        0.18% |        0.16%
    mpki                             |         0.16 |         0.14
  Cache L1-D                         |              |             
    num cache accesses               |   7267675350 |   7178699611
    num cache misses                 |    440851901 |    440349664
    miss rate                        |        6.07% |        6.13%
    mpki                             |        25.26 |        26.02
  Cache L2                           |              |             
    num cache accesses               |    465505523 |    468394230
    num cache misses                 |    213307196 |    212530433
    miss rate                        |       45.82% |       45.37%
    mpki                             |        12.22 |        12.56
  Cache L3                           |              |             
    num cache accesses               |    235235036 |    238146275
    num cache misses                 |     99653077 |    101654847
    miss rate                        |       42.36% |       42.69%
    mpki                             |         5.71 |         6.01
DRAM summary                         |              |             
  num dram accesses                  |    279946715 |            0
  average dram access latency (ns)   |        61.79 |          inf
  average dram queueing delay        |         0.54 |         0.00
  average dram bandwidth utilization |        7.00% |        0.00%
Coherency Traffic                    |              |             
  num loads from dram                |     85263313 |     88056138
  num loads from dram cache          |            0 |            0
  num loads from remote cache        |            0 |            0
