                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |   43475623 |   44419590 |   44062041 |   44774157 |   44404165 |   43684307 |   43145620 |   43428196
  Cycles                             |   20857600 |   20857600 |   20857600 |   20857600 |   20857600 |   20857600 |   20857600 |   20857600
  IPC                                |       2.08 |       2.13 |       2.11 |       2.15 |       2.13 |       2.09 |       2.07 |       2.08
  Time (ns)                          |    5214400 |    5214400 |    5214400 |    5214400 |    5214400 |    5214400 |    5214400 |    5214400
  Idle time (ns)                     |     128430 |     323472 |     285057 |     246122 |     236176 |     236226 |     236366 |     237467
  Idle time (%)                      |       2.5% |       6.2% |       5.5% |       4.7% |       4.5% |       4.5% |       4.5% |       4.6%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |    7446787 |    7967839 |    7879014 |    8316931 |    8058770 |    7741882 |    7348370 |    7739356
  num incorrect                      |      39976 |      31821 |      33241 |      33228 |      34055 |      34473 |      34415 |      31343
  misprediction rate                 |      0.53% |      0.40% |      0.42% |      0.40% |      0.42% |      0.44% |      0.47% |      0.40%
  mpki                               |       0.92 |       0.72 |       0.75 |       0.74 |       0.77 |       0.79 |       0.80 |       0.72
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    1573408 |    1442156 |    1434337 |    1392377 |    1425286 |    1476906 |    1561745 |    1482175
    num misses                       |        291 |         27 |         27 |         27 |         27 |         27 |         27 |         27
    miss rate                        |      0.02% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   16153105 |   15994641 |   15890351 |   15736597 |   15846608 |   15814027 |   15995078 |   15652272
    num misses                       |       5650 |       1546 |       2001 |       1094 |        367 |       1534 |        359 |       1758
    miss rate                        |      0.03% |      0.01% |      0.01% |      0.01% |      0.00% |      0.01% |      0.00% |      0.01%
    mpki                             |       0.13 |       0.03 |       0.05 |       0.02 |       0.01 |       0.04 |       0.01 |       0.04
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |       5941 |       1573 |       2028 |       1121 |        394 |       1561 |        386 |       1785
    num misses                       |        584 |        206 |        209 |        204 |        202 |        209 |        202 |        193
    miss rate                        |      9.83% |     13.10% |     10.31% |     18.20% |     51.27% |     13.39% |     52.33% |     10.81%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |    1573408 |    1442156 |    1434337 |    1392377 |    1425286 |    1476906 |    1561745 |    1482175
    num cache misses                 |      12729 |        313 |        306 |        324 |        306 |        320 |        330 |        304
    miss rate                        |      0.81% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02%
    mpki                             |       0.29 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |   16153105 |   15994641 |   15890351 |   15736597 |   15846608 |   15814027 |   15995078 |   15652272
    num cache misses                 |    1217287 |    1191324 |    1191797 |    1137719 |    1165478 |    1164024 |    1208634 |    1153330
    miss rate                        |      7.54% |      7.45% |      7.50% |      7.23% |      7.35% |      7.36% |      7.56% |      7.37%
    mpki                             |      28.00 |      26.82 |      27.05 |      25.41 |      26.25 |      26.65 |      28.01 |      26.56
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |    1242983 |    1202028 |    1202463 |    1148251 |    1176923 |    1174332 |    1220380 |    1163119
    num cache misses                 |      88883 |      78874 |      78376 |      79246 |      78859 |      78786 |      78011 |      79130
    miss rate                        |      7.15% |      6.56% |      6.52% |      6.90% |      6.70% |      6.71% |      6.39% |      6.80%
    mpki                             |       2.04 |       1.78 |       1.78 |       1.77 |       1.78 |       1.80 |       1.81 |       1.82
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |     103488 |      89272 |      89159 |      89467 |      90425 |      89199 |      89853 |      89026
    num cache misses                 |      28802 |      17504 |      18426 |      19611 |      19840 |      17272 |      19415 |      19968
    miss rate                        |     27.83% |     19.61% |     20.67% |     21.92% |     21.94% |     19.36% |     21.61% |     22.43%
    mpki                             |       0.66 |       0.39 |       0.42 |       0.44 |       0.45 |       0.40 |       0.45 |       0.46
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |      22920 |          0 |          0 |          0 |      22903 |          0 |          0 |          0
  average dram access latency (ns)   |    1513.57 |        inf |        inf |        inf |    1516.83 |        inf |        inf |        inf
  average dram queueing delay        |    1452.32 |       0.00 |       0.00 |       0.00 |    1455.58 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |       6810 |         25 |         27 |         27 |         19 |         13 |         15 |         17
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |      12345 |      11890 |      12754 |      14033 |      14107 |      11691 |      13267 |      14428
