                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   10933010 |    3057637 |    3010860 |    3088647 |    2759143 |    3099436 |    3046616 |    2966064 |    2601410 |    3012797 |    3054431 |    3038858 |    2835918 |    3009994 |    3060851 |    3028407
  Cycles                             |   11140400 |   11140400 |   11140400 |   11140400 |    8355300 |    8355300 |    8355300 |    8355300 |   11140400 |   11140400 |   11140400 |   11140400 |    8355300 |    8355300 |    8355300 |    8355300
  IPC                                |       0.98 |       0.27 |       0.27 |       0.28 |       0.33 |       0.37 |       0.36 |       0.35 |       0.23 |       0.27 |       0.27 |       0.27 |       0.34 |       0.36 |       0.37 |       0.36
  Time (ns)                          |    2785100 |    2785100 |    2785100 |    2785100 |    2785100 |    2785100 |    2785100 |    2785100 |    2785100 |    2785100 |    2785100 |    2785100 |    2785100 |    2785100 |    2785100 |    2785100
  Idle time (ns)                     |       1504 |    2318684 |    2318890 |    2319206 |    2309076 |    2309153 |    2309236 |    2309386 |    2319391 |    2319509 |    2319703 |    2320010 |    2309964 |    2310026 |    2310164 |    2310164
  Idle time (%)                      |       0.1% |      83.3% |      83.3% |      83.3% |      82.9% |      82.9% |      82.9% |      82.9% |      83.3% |      83.3% |      83.3% |      83.3% |      82.9% |      82.9% |      82.9% |      82.9%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1315390 |     983077 |     965170 |     997119 |     863094 |    1006690 |     984833 |     950424 |     791848 |     965678 |     982289 |     977171 |     895044 |     969421 |     990118 |     976904
  num incorrect                      |      76557 |       3335 |       3839 |       2777 |       6802 |       1774 |       2517 |       3843 |       9499 |       3855 |       3283 |       3629 |       5628 |       3137 |       2426 |       2801
  misprediction rate                 |      5.50% |      0.34% |      0.40% |      0.28% |      0.78% |      0.18% |      0.25% |      0.40% |      1.19% |      0.40% |      0.33% |      0.37% |      0.62% |      0.32% |      0.24% |      0.29%
  mpki                               |       7.00 |       1.09 |       1.28 |       0.90 |       2.47 |       0.57 |       0.83 |       1.30 |       3.65 |       1.28 |       1.07 |       1.19 |       1.98 |       1.04 |       0.79 |       0.92
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    1389107 |      28556 |      32347 |      25420 |      51199 |      19668 |      23874 |      31840 |      72290 |      32388 |      29763 |      28571 |      45058 |      27256 |      24061 |      25868
    num misses                       |        173 |         26 |         26 |         26 |         26 |         26 |         26 |         26 |         26 |         28 |         26 |         26 |         26 |         26 |         26 |         26
    miss rate                        |      0.01% |      0.09% |      0.08% |      0.10% |      0.05% |      0.13% |      0.11% |      0.08% |      0.04% |      0.09% |      0.09% |      0.09% |      0.06% |      0.10% |      0.11% |      0.10%
    mpki                             |       0.02 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    2648190 |     560065 |     555238 |     562434 |     527635 |     559352 |     554164 |     546536 |     515029 |     554625 |     559705 |     557099 |     533876 |     550804 |     555911 |     552261
    num misses                       |       1570 |        131 |        126 |        135 |        122 |        126 |        129 |        114 |        137 |        123 |        124 |        122 |        134 |        122 |        125 |        126
    miss rate                        |      0.06% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.03% |      0.02% |      0.02% |      0.02% |      0.03% |      0.02% |      0.02% |      0.02%
    mpki                             |       0.14 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.05 |       0.04 |       0.04 |       0.04 |       0.05 |       0.04 |       0.04 |       0.04
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       1743 |        157 |        152 |        161 |        148 |        152 |        155 |        140 |        163 |        151 |        150 |        148 |        160 |        148 |        151 |        152
    num misses                       |        585 |        131 |        129 |        131 |        128 |        132 |        132 |        125 |        137 |        126 |        133 |        133 |        135 |        131 |        129 |        134
    miss rate                        |     33.56% |     83.44% |     84.87% |     81.37% |     86.49% |     86.84% |     85.16% |     89.29% |     84.05% |     83.44% |     88.67% |     89.86% |     84.38% |     88.51% |     85.43% |     88.16%
