                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   59423352 |   60443480 |   60482843 |   61189030 |   57544167 |   60358259 |   61471246 |   61633549 |   59476393 |   62181217 |   65315535 |   65825182
  Cycles                             |   32228000 |   32228000 |   32228000 |   32228000 |   24171000 |   32228000 |   32228000 |   32228000 |   24171000 |   32228000 |   24171000 |   24171000
  IPC                                |       1.84 |       1.88 |       1.88 |       1.90 |       2.38 |       1.87 |       1.91 |       1.91 |       2.46 |       1.93 |       2.70 |       2.72
  Time (ns)                          |    8057000 |    8057000 |    8057000 |    8057000 |    8057000 |    8057000 |    8057000 |    8057000 |    8057000 |    8057000 |    8057000 |    8057000
  Idle time (ns)                     |        374 |     283459 |     284465 |     285256 |     285983 |     286714 |     287444 |     288231 |     288960 |     289690 |     290418 |     291147
  Idle time (%)                      |       0.0% |       3.5% |       3.5% |       3.5% |       3.5% |       3.6% |       3.6% |       3.6% |       3.6% |       3.6% |       3.6% |       3.6%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1161434 |    1799357 |    1812718 |    2048117 |     832296 |    1771187 |    2379151 |    2433046 |    1713734 |    2615599 |   21541863 |   21711737
  num incorrect                      |      12242 |       3833 |       3823 |       3823 |       3754 |       3825 |       3250 |       3263 |       3192 |       3264 |       1016 |       1015
  misprediction rate                 |      1.04% |      0.21% |      0.21% |      0.19% |      0.45% |      0.22% |      0.14% |      0.13% |      0.19% |      0.12% |      0.00% |      0.00%
  mpki                               |       0.21 |       0.06 |       0.06 |       0.06 |       0.07 |       0.06 |       0.05 |       0.05 |       0.05 |       0.05 |       0.02 |       0.02
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    5469627 |    5275573 |    5275382 |    5275382 |    5275382 |    5275382 |    5211065 |    5211212 |    5211065 |    5211212 |      81575 |      81576
    num misses                       |        257 |         38 |         38 |         38 |         38 |         38 |         38 |         38 |         38 |         38 |         31 |         31
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.04% |      0.04%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   26820952 |   26484173 |   26490323 |   26608016 |   26002068 |   26469561 |   26427753 |   26455115 |   26096103 |   26546397 |   11114054 |   11199010
    num misses                       |       6937 |       1447 |       2171 |       5656 |       6712 |       3738 |       3932 |        886 |       3480 |        943 |         47 |         52
    miss rate                        |      0.03% |      0.01% |      0.01% |      0.02% |      0.03% |      0.01% |      0.01% |      0.00% |      0.01% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.12 |       0.02 |       0.04 |       0.09 |       0.12 |       0.06 |       0.06 |       0.01 |       0.06 |       0.02 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       7194 |       1485 |       2209 |       5694 |       6750 |       3776 |       3970 |        924 |       3518 |        981 |         78 |         83
    num misses                       |        644 |        147 |        133 |        133 |        134 |        134 |        192 |        130 |        132 |        128 |         78 |         83
    miss rate                        |      8.95% |      9.90% |      6.02% |      2.34% |      1.99% |      3.55% |      4.84% |     14.07% |      3.75% |     13.05% |    100.00% |    100.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
