                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   23512198 |    6001182 |    5556687 |    5915822 |    5753220 |    5621455 |    5755418 |    5872217 |    6011255 |    5688387 |    6010553 |    5775406 |    5690539 |    5165077 |    5281523 |    5804098
  Cycles                             |   60796000 |   60796000 |   60796000 |   60796000 |   15199000 |   15199000 |   15199000 |   15199000 |   60796000 |   60796000 |   60796000 |   60796000 |   15199000 |   15199000 |   15199000 |   15199000
  IPC                                |       0.39 |       0.10 |       0.09 |       0.10 |       0.38 |       0.37 |       0.38 |       0.39 |       0.10 |       0.09 |       0.10 |       0.09 |       0.37 |       0.34 |       0.35 |       0.38
  Time (ns)                          |   15199000 |   15199000 |   15199000 |   15199000 |   15199000 |   15199000 |   15199000 |   15199000 |   15199000 |   15199000 |   15199000 |   15199000 |   15199000 |   15199000 |   15199000 |   15199000
  Idle time (ns)                     |       2309 |   12746412 |   12746921 |   12747621 |   12686522 |   12687338 |   12687531 |   12687756 |   12748153 |   12748498 |   12748675 |   12749113 |   12689441 |   12689581 |   12689828 |   12689958
  Idle time (%)                      |       0.0% |      83.9% |      83.9% |      83.9% |      83.5% |      83.5% |      83.5% |      83.5% |      83.9% |      83.9% |      83.9% |      83.9% |      83.5% |      83.5% |      83.5% |      83.5%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    2620539 |    1926690 |    1722669 |    1886744 |    1825875 |    1761578 |    1825380 |    1879445 |    1921103 |    1773919 |    1922131 |    1813769 |    1785573 |    1542799 |    1596794 |    1838839
  num incorrect                      |     166027 |       4399 |      10761 |       5492 |       6449 |       8615 |       6546 |       4878 |       5338 |       9765 |       5268 |       8501 |       8842 |      16900 |      14867 |       6864
  misprediction rate                 |      5.96% |      0.23% |      0.62% |      0.29% |      0.35% |      0.49% |      0.36% |      0.26% |      0.28% |      0.55% |      0.27% |      0.47% |      0.49% |      1.08% |      0.92% |      0.37%
  mpki                               |       7.06 |       0.73 |       1.94 |       0.93 |       1.12 |       1.53 |       1.14 |       0.83 |       0.89 |       1.72 |       0.88 |       1.47 |       1.55 |       3.27 |       2.81 |       1.18
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    3140589 |      29833 |      58005 |      36851 |      40044 |      48683 |      39558 |      33557 |      34344 |      54358 |      33886 |      48523 |      48680 |      78649 |      73521 |      42398
    num misses                       |        170 |         24 |         24 |         24 |         26 |         24 |         24 |         24 |         24 |         24 |         24 |         24 |         24 |         24 |         24 |         24
    miss rate                        |      0.01% |      0.08% |      0.04% |      0.07% |      0.06% |      0.05% |      0.06% |      0.07% |      0.07% |      0.04% |      0.07% |      0.05% |      0.05% |      0.03% |      0.03% |      0.06%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    5447538 |    1095285 |    1053257 |    1088408 |    1064336 |    1054657 |    1066419 |    1075836 |    1102360 |    1070174 |    1101223 |    1078866 |    1065279 |    1014475 |    1027964 |    1075147
    num misses                       |       3990 |       2076 |       2112 |       2113 |       2121 |       2186 |       2064 |       2074 |       2147 |       2117 |       2157 |       2081 |       2042 |       2122 |       2014 |       2036
    miss rate                        |      0.07% |      0.19% |      0.20% |      0.19% |      0.20% |      0.21% |      0.19% |      0.19% |      0.19% |      0.20% |      0.20% |      0.19% |      0.19% |      0.21% |      0.20% |      0.19%
    mpki                             |       0.17 |       0.35 |       0.38 |       0.36 |       0.37 |       0.39 |       0.36 |       0.35 |       0.36 |       0.37 |       0.36 |       0.36 |       0.36 |       0.41 |       0.38 |       0.35
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       4160 |       2100 |       2136 |       2137 |       2147 |       2210 |       2088 |       2098 |       2171 |       2141 |       2181 |       2105 |       2066 |       2146 |       2038 |       2060
    num misses                       |        872 |        276 |        286 |        281 |        260 |        257 |        256 |        254 |        254 |        257 |        258 |        258 |        253 |        256 |        256 |        258
    miss rate                        |     20.96% |     13.14% |     13.39% |     13.15% |     12.11% |     11.63% |     12.26% |     12.11% |     11.70% |     12.00% |     11.83% |     12.26% |     12.25% |     11.93% |     12.56% |     12.52%
    mpki                             |       0.04 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.04 |       0.04 |       0.04 |       0.05 |       0.04 |       0.04 |       0.04 |       0.05 |       0.05 |       0.04
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    3140589 |      29833 |      58005 |      36851 |      40044 |      48683 |      39558 |      33557 |      34344 |      54358 |      33886 |      48523 |      48680 |      78649 |      73521 |      42398
    num cache misses                 |       3046 |        155 |        157 |        156 |        163 |        155 |        154 |        155 |        154 |        154 |        155 |        155 |        154 |        156 |        155 |        157
    miss rate                        |      0.10% |      0.52% |      0.27% |      0.42% |      0.41% |      0.32% |      0.39% |      0.46% |      0.45% |      0.28% |      0.46% |      0.32% |      0.32% |      0.20% |      0.21% |      0.37%
    mpki                             |       0.13 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    5447538 |    1095285 |    1053257 |    1088408 |    1064336 |    1054657 |    1066419 |    1075836 |    1102360 |    1070174 |    1101223 |    1078866 |    1065279 |    1014475 |    1027964 |    1075147
    num cache misses                 |      51788 |      14863 |      15504 |      15109 |      15055 |      15363 |      15106 |      14852 |      15003 |      15380 |      14931 |      15291 |      15229 |      16537 |      15787 |      15097
    miss rate                        |      0.95% |      1.36% |      1.47% |      1.39% |      1.41% |      1.46% |      1.42% |      1.38% |      1.36% |      1.44% |      1.36% |      1.42% |      1.43% |      1.63% |      1.54% |      1.40%
    mpki                             |       2.20 |       2.48 |       2.79 |       2.55 |       2.62 |       2.73 |       2.62 |       2.53 |       2.50 |       2.70 |       2.48 |       2.65 |       2.68 |       3.20 |       2.99 |       2.60
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      57346 |      15190 |      15982 |      15460 |      15414 |      15790 |      15483 |      15170 |      15635 |      16124 |      15544 |      15983 |      15932 |      17374 |      16642 |      15766
    num cache misses                 |      39819 |      13648 |      14132 |      13832 |      13825 |      14061 |      13820 |      13678 |      13778 |      14046 |      13708 |      13967 |      13919 |      14252 |      14302 |      13834
    miss rate                        |     69.44% |     89.85% |     88.42% |     89.47% |     89.69% |     89.05% |     89.26% |     90.16% |     88.12% |     87.11% |     88.19% |     87.39% |     87.37% |     82.03% |     85.94% |     87.75%
    mpki                             |       1.69 |       2.27 |       2.54 |       2.34 |       2.40 |       2.50 |       2.40 |       2.33 |       2.29 |       2.47 |       2.28 |       2.42 |       2.45 |       2.76 |       2.71 |       2.38
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      44861 |      13825 |      14457 |      14029 |      14024 |      14332 |      14042 |      13840 |      14260 |      14644 |      14174 |      14510 |      14476 |      14939 |      15009 |      14353
    num cache misses                 |      31964 |       6967 |       7304 |       7072 |       6911 |       7287 |       7052 |       6988 |       8102 |       8348 |       7945 |       8116 |       8018 |       8267 |       8451 |       8015
    miss rate                        |     71.25% |     50.39% |     50.52% |     50.41% |     49.28% |     50.84% |     50.22% |     50.49% |     56.82% |     57.01% |     56.05% |     55.93% |     55.39% |     55.34% |     56.31% |     55.84%
    mpki                             |       1.36 |       1.16 |       1.31 |       1.20 |       1.20 |       1.30 |       1.23 |       1.19 |       1.35 |       1.47 |       1.32 |       1.41 |       1.41 |       1.60 |       1.60 |       1.38
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
