                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4     | Core 5    
  Instructions                       |   807140287 |   808652039 |   808650795 |   808650642 |  732318693 |  732109931
  Cycles                             |  3786782000 |  3786782000 |  3786782000 |  3786782000 |  946695500 |  946695500
  IPC                                |        0.21 |        0.21 |        0.21 |        0.21 |       0.77 |       0.77
  Time (ns)                          |   946695500 |   946695500 |   946695500 |   946695500 |  946695500 |  946695500
  Idle time (ns)                     |    75102313 |    76803456 |    76769692 |    77505642 |     718875 |    1708364
  Idle time (%)                      |        7.9% |        8.1% |        8.1% |        8.2% |       0.1% |       0.2%
Branch predictor stats               |             |             |             |             |            |           
  num correct                        |    72862610 |    73464340 |    73464526 |    73466842 |   54310913 |   54240676
  num incorrect                      |        5363 |        3391 |        2794 |        2723 |       2007 |       2270
  misprediction rate                 |       0.01% |       0.00% |       0.00% |       0.00% |      0.00% |      0.00%
  mpki                               |        0.01 |        0.00 |        0.00 |        0.00 |       0.00 |       0.00
TLB Summary                          |             |             |             |             |            |           
  I-TLB                              |             |             |             |             |            |           
    num accesses                     |   113481354 |   113417748 |   113447611 |   113471082 |  102395401 |  102457767
    num misses                       |         117 |          22 |          24 |          22 |         24 |         24
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |      0.00% |      0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |       0.00 |       0.00
  D-TLB                              |             |             |             |             |            |           
    num accesses                     |   294399561 |   294464410 |   294470562 |   294473569 |  265136323 |  265122435
    num misses                       |    13799106 |    13747200 |    13749383 |    13745957 |   13731404 |   13729438
    miss rate                        |       4.69% |       4.67% |       4.67% |       4.67% |      5.18% |      5.18%
    mpki                             |       17.10 |       17.00 |       17.00 |       17.00 |      18.75 |      18.75
  L2 TLB                             |             |             |             |             |            |           
    num accesses                     |    13799223 |    13747222 |    13749407 |    13745979 |   13731428 |   13729462
    num misses                       |     6245532 |     6262279 |     6296134 |     6320236 |    6234694 |    6207699
    miss rate                        |      45.26% |      45.55% |      45.79% |      45.98% |     45.40% |     45.21%
    mpki                             |        7.74 |        7.74 |        7.79 |        7.82 |       8.51 |       8.48
Cache Summary                        |             |             |             |             |            |           
  Cache L1-I                         |             |             |             |             |            |           
    num cache accesses               |   113481354 |   113417748 |   113447611 |   113471082 |  102395401 |  102457767
    num cache misses                 |        8073 |        4199 |        4048 |        4004 |       5741 |       5999
    miss rate                        |       0.01% |       0.00% |       0.00% |       0.00% |      0.01% |      0.01%
    mpki                             |        0.01 |        0.01 |        0.01 |        0.00 |       0.01 |       0.01
  Cache L1-D                         |             |             |             |             |            |           
    num cache accesses               |   294399561 |   294464410 |   294470562 |   294473569 |  265136323 |  265122435
    num cache misses                 |    15457339 |    15425902 |    15425426 |    15415949 |   14826573 |   14808008
    miss rate                        |       5.25% |       5.24% |       5.24% |       5.24% |      5.59% |      5.59%
    mpki                             |       19.15 |       19.08 |       19.08 |       19.06 |      20.25 |      20.23
  Cache L2                           |             |             |             |             |            |           
    num cache accesses               |    15605466 |    15562535 |    15564839 |    15553800 |   14919728 |   14902350
    num cache misses                 |     4674079 |     4660631 |     4659636 |     4657022 |    4292186 |    4294372
    miss rate                        |      29.95% |      29.95% |      29.94% |      29.94% |     28.77% |     28.82%
    mpki                             |        5.79 |        5.76 |        5.76 |        5.76 |       5.86 |       5.87
  Cache L3                           |             |             |             |             |            |           
    num cache accesses               |     4814168 |     4793088 |     4795024 |     4790869 |    4379600 |    4382715
    num cache misses                 |     4524246 |     4509247 |     4510060 |     4510791 |    4138473 |    4140430
    miss rate                        |      93.98% |      94.08% |      94.06% |      94.15% |     94.49% |     94.47%
    mpki                             |        5.61 |        5.58 |        5.58 |        5.58 |       5.65 |       5.66
DRAM summary                         |             |             |             |             |            |           
  num dram accesses                  |    34310380 |           0 |           0 |           0 |          0 |          0
  average dram access latency (ns)   |     7627.60 |         inf |         inf |         inf |        inf |        inf
  average dram queueing delay        |     7566.34 |        0.00 |        0.00 |        0.00 |       0.00 |       0.00
  average dram bandwidth utilization |       4.00% |       0.00% |       0.00% |       0.00% |      0.00% |      0.00%
Coherency Traffic                    |             |             |             |             |            |           
  num loads from dram                |     3195706 |     3187011 |     3187680 |     3187207 |    2857153 |    2856214
  num loads from dram cache          |           0 |           0 |           0 |           0 |          0 |          0
  num loads from remote cache        |           0 |           0 |           0 |           0 |          0 |          0
