                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   55589709 |   56211233 |   57431347 |   57565672 |   50722301 |   52130114 |   51149934 |   52012674 |   56925637 |   58074732 |   57824418 |   58328596 |   52272024 |   52017668 |   52297782 |   53593362
  Cycles                             |   29363200 |   29363200 |   29363200 |   29363200 |   22022400 |   22022400 |   22022400 |   22022400 |   29363200 |   29363200 |   29363200 |   29363200 |   22022400 |   22022400 |   22022400 |   22022400
  IPC                                |       1.89 |       1.91 |       1.96 |       1.96 |       2.30 |       2.37 |       2.32 |       2.36 |       1.94 |       1.98 |       1.97 |       1.99 |       2.37 |       2.36 |       2.37 |       2.43
  Time (ns)                          |    7340800 |    7340800 |    7340800 |    7340800 |    7340800 |    7340800 |    7340800 |    7340800 |    7340800 |    7340800 |    7340800 |    7340800 |    7340800 |    7340800 |    7340800 |    7340800
  Idle time (ns)                     |        519 |     265775 |     266176 |     266326 |     266511 |     266593 |     266722 |     266854 |     267012 |     267144 |     267303 |     267435 |     267567 |     267726 |     267858 |     267993
  Idle time (%)                      |       0.0% |       3.6% |       3.6% |       3.6% |       3.6% |       3.6% |       3.6% |       3.6% |       3.6% |       3.6% |       3.6% |       3.6% |       3.6% |       3.6% |       3.6% |       3.7%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    5052224 |    5424717 |    5831262 |    5876043 |    3594880 |    4064406 |    3737664 |    4025256 |    5663148 |    6045980 |    5962740 |    6130398 |    4111711 |    4026932 |    4120299 |    4552177
  num incorrect                      |      27401 |      19252 |      19258 |      19254 |      19253 |      19241 |      19244 |      19247 |      19214 |      19242 |      19216 |      19248 |      19245 |      19242 |      19243 |      19232
  misprediction rate                 |      0.54% |      0.35% |      0.33% |      0.33% |      0.53% |      0.47% |      0.51% |      0.48% |      0.34% |      0.32% |      0.32% |      0.31% |      0.47% |      0.48% |      0.46% |      0.42%
  mpki                               |       0.49 |       0.34 |       0.34 |       0.33 |       0.38 |       0.37 |       0.38 |       0.37 |       0.34 |       0.33 |       0.33 |       0.33 |       0.37 |       0.37 |       0.37 |       0.36
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    4519953 |    4400157 |    4400268 |    4400268 |    4400261 |    4400071 |    4400073 |    4400073 |    4399946 |    4400073 |    4399948 |    4400226 |    4400073 |    4400073 |    4400073 |    4400072
    num misses                       |        211 |         25 |         25 |         25 |         25 |         25 |         25 |         25 |         25 |         25 |         25 |         25 |         25 |         25 |         25 |         25
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   16998298 |   16845024 |   17048646 |   17071028 |   15930486 |   16164693 |   16001339 |   16145104 |   16963699 |   17155453 |   17113497 |   17198071 |   16188324 |   16145929 |   16192617 |   16408543
    num misses                       |      15634 |      13995 |      13860 |      14030 |      14229 |      14317 |      14225 |      13925 |      13629 |      14207 |      14216 |      14244 |      13880 |      14013 |      14605 |      14357
    miss rate                        |      0.09% |      0.08% |      0.08% |      0.08% |      0.09% |      0.09% |      0.09% |      0.09% |      0.08% |      0.08% |      0.08% |      0.08% |      0.09% |      0.09% |      0.09% |      0.09%
    mpki                             |       0.28 |       0.25 |       0.24 |       0.24 |       0.28 |       0.27 |       0.28 |       0.27 |       0.24 |       0.24 |       0.25 |       0.24 |       0.27 |       0.27 |       0.28 |       0.27
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      15845 |      14020 |      13885 |      14055 |      14254 |      14342 |      14250 |      13950 |      13654 |      14232 |      14241 |      14269 |      13905 |      14038 |      14630 |      14382
    num misses                       |       3538 |       2496 |       2453 |       2541 |       2579 |       2528 |       2487 |       2596 |       2614 |       2532 |       2517 |       2606 |       2517 |       2526 |       2553 |       2678
    miss rate                        |     22.33% |     17.80% |     17.67% |     18.08% |     18.09% |     17.63% |     17.45% |     18.61% |     19.14% |     17.79% |     17.67% |     18.26% |     18.10% |     17.99% |     17.45% |     18.62%
    mpki                             |       0.06 |       0.04 |       0.04 |       0.04 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.04 |       0.04 |       0.04 |       0.05 |       0.05 |       0.05 |       0.05
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    4519953 |    4400157 |    4400268 |    4400268 |    4400261 |    4400071 |    4400073 |    4400073 |    4399946 |    4400073 |    4399948 |    4400226 |    4400073 |    4400073 |    4400073 |    4400072
