                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   28255619 |   28693613 |   28909673 |   28924888 |   25520891 |   25899240 |   30273623 |   29609652 |   31394605 |   31838669 |   43430317 |   43700042
  Cycles                             |   21819200 |   21819200 |   21819200 |   21819200 |   16364400 |   16364400 |   16364400 |   16364400 |   21819200 |   21819200 |   21819200 |   21819200
  IPC                                |       1.29 |       1.32 |       1.32 |       1.33 |       1.56 |       1.58 |       1.85 |       1.81 |       1.44 |       1.46 |       1.99 |       2.00
  Time (ns)                          |    5454800 |    5454800 |    5454800 |    5454800 |    5454800 |    5454800 |    5454800 |    5454800 |    5454800 |    5454800 |    5454800 |    5454800
  Idle time (ns)                     |        372 |     285110 |     286429 |     287549 |     288577 |     289621 |     290664 |     291767 |     292841 |     293884 |     294976 |     295971
  Idle time (%)                      |       0.0% |       5.2% |       5.3% |       5.3% |       5.3% |       5.3% |       5.3% |       5.3% |       5.4% |       5.4% |       5.4% |       5.4%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1770703 |    2465178 |    2537267 |    2542140 |    1407068 |    1533480 |    3381714 |    3160340 |    3755197 |    3903018 |   14116323 |   14206224
  num incorrect                      |      18538 |       8881 |       8853 |       9053 |       8393 |       8686 |       7530 |       7709 |       7583 |       7848 |       2404 |       2408
  misprediction rate                 |      1.04% |      0.36% |      0.35% |      0.35% |      0.59% |      0.56% |      0.22% |      0.24% |      0.20% |      0.20% |      0.02% |      0.02%
  mpki                               |       0.66 |       0.31 |       0.31 |       0.31 |       0.33 |       0.34 |       0.25 |       0.26 |       0.24 |       0.25 |       0.06 |       0.06
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    2433994 |    2109284 |    2109240 |    2109240 |    2109245 |    2109242 |    2002653 |    2002650 |    2002692 |    2002659 |     143999 |     144000
    num misses                       |        232 |         33 |         33 |         33 |         33 |         33 |         33 |         33 |         33 |         33 |         31 |         31
    miss rate                        |      0.01% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.02% |      0.02%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   11822480 |   10897031 |   10932936 |   10935469 |   10369891 |   10431949 |   10787168 |   10676296 |   10974237 |   11048160 |    7572904 |    7617863
    num misses                       |       7731 |       3755 |       3027 |       2626 |       2725 |       2636 |       3128 |       3539 |       3329 |       2773 |         48 |         55
    miss rate                        |      0.07% |      0.03% |      0.03% |      0.02% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.00% |      0.00%
    mpki                             |       0.27 |       0.13 |       0.10 |       0.09 |       0.11 |       0.10 |       0.10 |       0.12 |       0.11 |       0.09 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       7963 |       3788 |       3060 |       2659 |       2758 |       2669 |       3161 |       3572 |       3362 |       2806 |         79 |         86
    num misses                       |        596 |        147 |        134 |        137 |        135 |        136 |        134 |        130 |        131 |        129 |         79 |         85
    miss rate                        |      7.48% |      3.88% |      4.38% |      5.15% |      4.89% |      5.10% |      4.24% |      3.64% |      3.90% |      4.60% |    100.00% |     98.84%
    mpki                             |       0.02 |       0.01 |       0.00 |       0.00 |       0.01 |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2433994 |    2109284 |    2109240 |    2109240 |    2109245 |    2109242 |    2002653 |    2002650 |    2002692 |    2002659 |     143999 |     144000
    num cache misses                 |      70131 |      48730 |      48729 |      48733 |      49513 |      49275 |      41006 |      40763 |      41143 |      41055 |        241 |        242
    miss rate                        |      2.88% |      2.31% |      2.31% |      2.31% |      2.35% |      2.34% |      2.05% |      2.04% |      2.05% |      2.05% |      0.17% |      0.17%
    mpki                             |       2.48 |       1.70 |       1.69 |       1.68 |       1.94 |       1.90 |       1.35 |       1.38 |       1.31 |       1.29 |       0.01 |       0.01
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   11822480 |   10897031 |   10932936 |   10935469 |   10369891 |   10431949 |   10787168 |   10676296 |   10974237 |   11048160 |    7572904 |    7617863
    num cache misses                 |     593784 |     485150 |     477601 |     482673 |     485299 |     477012 |     433764 |     440135 |     429494 |     432223 |      56805 |      56503
    miss rate                        |      5.02% |      4.45% |      4.37% |      4.41% |      4.68% |      4.57% |      4.02% |      4.12% |      3.91% |      3.91% |      0.75% |      0.74%
    mpki                             |      21.01 |      16.91 |      16.52 |      16.69 |      19.02 |      18.42 |      14.33 |      14.86 |      13.68 |      13.58 |       1.31 |       1.29
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     692028 |     557678 |     552264 |     556427 |     559721 |     550995 |     499450 |     515281 |     498632 |     503974 |      57948 |      57659
    num cache misses                 |     119899 |     115969 |     115374 |     118811 |     118748 |     120108 |      92502 |      89868 |     103006 |      90148 |      24594 |      16815
    miss rate                        |     17.33% |     20.79% |     20.89% |     21.35% |     21.22% |     21.80% |     18.52% |     17.44% |     20.66% |     17.89% |     42.44% |     29.16%
    mpki                             |       4.24 |       4.04 |       3.99 |       4.11 |       4.65 |       4.64 |       3.06 |       3.04 |       3.28 |       2.83 |       0.57 |       0.38
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     182326 |     157791 |     159417 |     160528 |     159746 |     161109 |     133677 |     140948 |     145167 |     138853 |      42888 |      30830
    num cache misses                 |      29642 |       9675 |       8061 |       8321 |       7996 |      13388 |       8477 |      50940 |      51843 |      35740 |       8848 |      14726
    miss rate                        |     16.26% |      6.13% |      5.06% |      5.18% |      5.01% |      8.31% |      6.34% |     36.14% |     35.71% |     25.74% |     20.63% |     47.77%
    mpki                             |       1.05 |       0.34 |       0.28 |       0.29 |       0.31 |       0.52 |       0.28 |       1.72 |       1.65 |       1.12 |       0.20 |       0.34
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      10739 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |      10711 |          0 |          0 |          0
  average dram access latency (ns)   |      79.31 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |      79.01 |        inf |        inf |        inf
  average dram queueing delay        |      18.06 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |      17.76 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       6694 |         61 |         53 |         53 |         59 |         55 |         55 |         54 |          8 |         50 |         55 |         17
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       8167 |       8188 |       6724 |       7009 |       6756 |      12281 |       7417 |      49748 |      39896 |      33550 |       7243 |       7485
