                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |   73383387 |   73219747 |   73004664 |   72800705 |   72360242 |   72245900 |   72554045 |   72539500
  Cycles                             |   75131460 |   75131460 |   75131460 |   75131460 |   75131460 |   75131460 |   75131460 |   75131460
  IPC                                |       0.98 |       0.97 |       0.97 |       0.97 |       0.96 |       0.96 |       0.97 |       0.97
  Time (ns)                          |   25907400 |   25907400 |   25907400 |   25907400 |   25907400 |   25907400 |   25907400 |   25907400
  Idle time (ns)                     |        204 |     273529 |     276933 |     278934 |     280915 |     282920 |     284900 |     286900
  Idle time (%)                      |       0.0% |       1.1% |       1.1% |       1.1% |       1.1% |       1.1% |       1.1% |       1.1%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |    5909127 |    5951083 |    5900155 |    5841351 |    5707913 |    5682217 |    5770703 |    5767929
  num incorrect                      |      15724 |       5755 |       5995 |       7347 |       7678 |       7826 |       8056 |       8369
  misprediction rate                 |      0.27% |      0.10% |      0.10% |      0.13% |      0.13% |      0.14% |      0.14% |      0.14%
  mpki                               |       0.21 |       0.08 |       0.08 |       0.10 |       0.11 |       0.11 |       0.11 |       0.12
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   10328623 |   10272889 |   10273697 |   10290854 |   10325357 |   10329416 |   10349462 |   10386127
    num misses                       |        131 |         21 |         23 |         23 |         23 |         23 |         23 |         23
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   27141095 |   26891700 |   26830351 |   26800481 |   26763255 |   26723310 |   26769115 |   26792537
    num misses                       |    1289666 |    1283154 |    1285730 |    1284411 |    1283156 |    1284520 |    1286160 |    1281974
    miss rate                        |      4.75% |      4.77% |      4.79% |      4.79% |      4.79% |      4.81% |      4.80% |      4.78%
    mpki                             |      17.57 |      17.52 |      17.61 |      17.64 |      17.73 |      17.78 |      17.73 |      17.67
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |    1289797 |    1283175 |    1285753 |    1284434 |    1283179 |    1284543 |    1286183 |    1281997
    num misses                       |     525770 |     521402 |     523752 |     528351 |     523575 |     526083 |     526582 |     519618
    miss rate                        |     40.76% |     40.63% |     40.74% |     41.13% |     40.80% |     40.95% |     40.94% |     40.53%
    mpki                             |       7.16 |       7.12 |       7.17 |       7.26 |       7.24 |       7.28 |       7.26 |       7.16
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |   10328623 |   10272889 |   10273697 |   10290854 |   10325357 |   10329416 |   10349462 |   10386127
    num cache misses                 |       3633 |        637 |        685 |        618 |        668 |        611 |        614 |        672
    miss rate                        |      0.04% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.05 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |   27141095 |   26891700 |   26830351 |   26800481 |   26763255 |   26723310 |   26769115 |   26792537
    num cache misses                 |     786611 |     780890 |     766189 |     777357 |     779700 |     771755 |     774246 |     765290
    miss rate                        |      2.90% |      2.90% |      2.86% |      2.90% |      2.91% |      2.89% |      2.89% |      2.86%
    mpki                             |      10.72 |      10.67 |      10.50 |      10.68 |      10.78 |      10.68 |      10.67 |      10.55
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |     920865 |     908216 |     887938 |     907235 |     902694 |     892115 |     902571 |     887827
    num cache misses                 |     383445 |     370458 |     366920 |     370815 |     369062 |     369416 |     373948 |     367443
    miss rate                        |     41.64% |     40.79% |     41.32% |     40.87% |     40.88% |     41.41% |     41.43% |     41.39%
    mpki                             |       5.23 |       5.06 |       5.03 |       5.09 |       5.10 |       5.11 |       5.15 |       5.07
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |     533318 |     512112 |     502404 |     515183 |     508284 |     502496 |     514444 |     502026
    num cache misses                 |     180963 |     170751 |     158584 |     176692 |     167182 |     162662 |     172107 |     173898
    miss rate                        |     33.93% |     33.34% |     31.57% |     34.30% |     32.89% |     32.37% |     33.45% |     34.64%
    mpki                             |       2.47 |       2.33 |       2.17 |       2.43 |       2.31 |       2.25 |       2.37 |       2.40
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |      73117 |          0 |          0 |          0 |      73029 |          0 |          0 |          0
  average dram access latency (ns)   |    6781.06 |        inf |        inf |        inf |    6789.82 |        inf |        inf |        inf
  average dram queueing delay        |    6719.81 |       0.00 |       0.00 |       0.00 |    6728.56 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |       6572 |         42 |         38 |         46 |        121 |        119 |        124 |         58
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |     142187 |     142755 |     130765 |     140842 |     136566 |     134475 |     143638 |     135895
