                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   11018347 |    3007867 |    3054918 |    2851278 |    3243215 |    3070160 |    2632427 |    3122664 |    3303098 |    3226281 |    3404125 |    3387369
  Cycles                             |    7320300 |    7320300 |    7320300 |    7320300 |   29281200 |   29281200 |   29281200 |   29281200 |    7320300 |    7320300 |    7320300 |    7320300
  IPC                                |       1.51 |       0.41 |       0.42 |       0.39 |       0.11 |       0.10 |       0.09 |       0.11 |       0.45 |       0.44 |       0.47 |       0.46
  Time (ns)                          |    7320300 |    7320300 |    7320300 |    7320300 |    7320300 |    7320300 |    7320300 |    7320300 |    7320300 |    7320300 |    7320300 |    7320300
  Idle time (ns)                     |       1605 |    5876522 |    5877258 |    5877254 |    5907856 |    5908243 |    5908201 |    5908443 |    5878381 |    5879238 |    5879464 |    5879346
  Idle time (%)                      |       0.0% |      80.3% |      80.3% |      80.3% |      80.7% |      80.7% |      80.7% |      80.7% |      80.3% |      80.3% |      80.3% |      80.3%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1337416 |     950709 |     970010 |     880825 |    1043274 |     972394 |     786779 |     992049 |    1046758 |    1014315 |    1091592 |    1083812
  num incorrect                      |      75581 |       4757 |       4231 |       7382 |       2626 |       4590 |      10696 |       4099 |       5189 |       6413 |       3580 |       3836
  misprediction rate                 |      5.35% |      0.50% |      0.43% |      0.83% |      0.25% |      0.47% |      1.34% |      0.41% |      0.49% |      0.63% |      0.33% |      0.35%
  mpki                               |       6.86 |       1.58 |       1.38 |       2.59 |       0.81 |       1.50 |       4.06 |       1.31 |       1.57 |       1.99 |       1.05 |       1.13
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    1268487 |      31906 |      28272 |      45652 |      20633 |      32196 |      60398 |      31360 |      33941 |      38408 |      25920 |      26657
    num misses                       |        173 |         29 |         29 |         31 |         29 |         29 |         46 |         29 |         29 |         29 |         29 |         29
    miss rate                        |      0.01% |      0.09% |      0.10% |      0.07% |      0.14% |      0.09% |      0.08% |      0.09% |      0.09% |      0.08% |      0.11% |      0.11%
    mpki                             |       0.02 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.02 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    2673189 |     570962 |     577015 |     559379 |     600056 |     580772 |     543364 |     586959 |     622761 |     614552 |     630648 |     629853
    num misses                       |       1420 |        138 |        135 |        136 |        153 |        157 |        146 |        135 |        134 |        133 |        134 |        133
    miss rate                        |      0.05% |      0.02% |      0.02% |      0.02% |      0.03% |      0.03% |      0.03% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02%
    mpki                             |       0.13 |       0.05 |       0.04 |       0.05 |       0.05 |       0.05 |       0.06 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       1593 |        167 |        164 |        167 |        182 |        186 |        192 |        164 |        163 |        162 |        163 |        162
    num misses                       |        593 |        140 |        135 |        136 |        150 |        149 |        164 |        145 |        139 |        138 |        143 |        143
    miss rate                        |     37.23% |     83.83% |     82.32% |     81.44% |     82.42% |     80.11% |     85.42% |     88.41% |     85.28% |     85.19% |     87.73% |     88.27%
    mpki                             |       0.05 |       0.05 |       0.04 |       0.05 |       0.05 |       0.05 |       0.06 |       0.05 |       0.04 |       0.04 |       0.04 |       0.04
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    1268487 |      31906 |      28272 |      45652 |      20633 |      32196 |      60398 |      31360 |      33941 |      38408 |      25920 |      26657
    num cache misses                 |       2978 |        178 |        179 |        184 |        177 |        178 |        359 |        177 |        176 |        176 |        177 |        177
    miss rate                        |      0.23% |      0.56% |      0.63% |      0.40% |      0.86% |      0.55% |      0.59% |      0.56% |      0.52% |      0.46% |      0.68% |      0.66%
    mpki                             |       0.27 |       0.06 |       0.06 |       0.06 |       0.05 |       0.06 |       0.14 |       0.06 |       0.05 |       0.05 |       0.05 |       0.05
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2673189 |     570962 |     577015 |     559379 |     600056 |     580772 |     543364 |     586959 |     622761 |     614552 |     630648 |     629853
    num cache misses                 |      33981 |       8969 |       8928 |       9222 |       8827 |       9018 |       9893 |       8919 |       8833 |       8833 |       8673 |       8693
    miss rate                        |      1.27% |      1.57% |      1.55% |      1.65% |      1.47% |      1.55% |      1.82% |      1.52% |      1.42% |      1.44% |      1.38% |      1.38%
    mpki                             |       3.08 |       2.98 |       2.92 |       3.23 |       2.72 |       2.94 |       3.76 |       2.86 |       2.67 |       2.74 |       2.55 |       2.57
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      39054 |       9179 |       9141 |       9449 |       9020 |       9221 |      10287 |       9119 |       9348 |       9374 |       9143 |       9176
    num cache misses                 |      27143 |       8682 |       8650 |       8799 |       8557 |       8691 |       9284 |       8665 |       8536 |       8505 |       8420 |       8447
    miss rate                        |     69.50% |     94.59% |     94.63% |     93.12% |     94.87% |     94.25% |     90.25% |     95.02% |     91.31% |     90.73% |     92.09% |     92.06%
    mpki                             |       2.46 |       2.89 |       2.83 |       3.09 |       2.64 |       2.83 |       3.53 |       2.77 |       2.58 |       2.64 |       2.47 |       2.49
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      29756 |       8713 |       8684 |       8842 |       8573 |       8716 |       9333 |       8688 |       8875 |       8870 |       8713 |       8754
    num cache misses                 |      19762 |       2754 |       2838 |       3066 |       2906 |       2728 |       3285 |       2967 |       5756 |       5711 |       5673 |       5547
    miss rate                        |     66.41% |     31.61% |     32.68% |     34.68% |     33.90% |     31.30% |     35.20% |     34.15% |     64.86% |     64.39% |     65.11% |     63.37%
    mpki                             |       1.79 |       0.92 |       0.93 |       1.08 |       0.90 |       0.89 |       1.25 |       0.95 |       1.74 |       1.77 |       1.67 |       1.64
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      11033 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |      10959 |          0 |          0 |          0
  average dram access latency (ns)   |      61.35 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |      61.33 |        inf |        inf |        inf
  average dram queueing delay        |       0.10 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.07 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |      10299 |        107 |        117 |        114 |        115 |        111 |        207 |        128 |         70 |         65 |         77 |         52
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       1049 |        996 |        978 |       1044 |       1028 |        993 |       1057 |       1046 |       1658 |       1636 |       1637 |       1577
