                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   73689549 |   75236923 |   75207199 |   75323768 |   70013780 |   76405103 |   76747563 |   76676938 |   76139079 |   71779606 |   78482648 |   79142201
  Cycles                             |   35907200 |   35907200 |   35907200 |   35907200 |   26930400 |   35907200 |   35907200 |   35907200 |   35907200 |   26930400 |   26930400 |   26930400
  IPC                                |       2.05 |       2.10 |       2.09 |       2.10 |       2.60 |       2.13 |       2.14 |       2.14 |       2.12 |       2.67 |       2.91 |       2.94
  Time (ns)                          |    8976800 |    8976800 |    8976800 |    8976800 |    8976800 |    8976800 |    8976800 |    8976800 |    8976800 |    8976800 |    8976800 |    8976800
  Idle time (ns)                     |        338 |     265336 |     265745 |     265930 |     266046 |     266203 |     266319 |     266477 |     266599 |     266763 |     266903 |     267013
  Idle time (%)                      |       0.0% |       3.0% |       3.0% |       3.0% |       3.0% |       3.0% |       3.0% |       3.0% |       3.0% |       3.0% |       3.0% |       3.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    4437215 |    5112843 |    5102777 |    5141768 |    6698206 |    8828688 |    8942646 |    8919302 |    8740007 |    7286821 |    9521607 |    9741451
  num incorrect                      |      36453 |      28724 |      28729 |      28723 |      23977 |      23976 |      23979 |      23977 |      23980 |      23983 |      23956 |      23946
  misprediction rate                 |      0.81% |      0.56% |      0.56% |      0.56% |      0.36% |      0.27% |      0.27% |      0.27% |      0.27% |      0.33% |      0.25% |      0.25%
  mpki                               |       0.49 |       0.38 |       0.38 |       0.38 |       0.34 |       0.31 |       0.31 |       0.31 |       0.31 |       0.33 |       0.31 |       0.30
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    6716312 |    6598999 |    6599108 |    6599007 |    5499565 |    5499565 |    5499712 |    5499563 |    5499567 |    5499563 |    5499245 |    5499246
    num misses                       |        219 |         25 |         25 |         25 |         25 |         25 |         25 |         25 |         25 |         25 |         25 |         25
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   23740774 |   23752077 |   23747400 |   23766586 |   21012838 |   22078036 |   22135421 |   22123348 |   22033710 |   21307117 |   22423665 |   22533616
    num misses                       |      22092 |      20410 |      20794 |      20942 |      17647 |      17162 |      17118 |      17560 |      17559 |      17630 |      17293 |      17379
    miss rate                        |      0.09% |      0.09% |      0.09% |      0.09% |      0.08% |      0.08% |      0.08% |      0.08% |      0.08% |      0.08% |      0.08% |      0.08%
    mpki                             |       0.30 |       0.27 |       0.28 |       0.28 |       0.25 |       0.22 |       0.22 |       0.23 |       0.23 |       0.25 |       0.22 |       0.22
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      22311 |      20435 |      20819 |      20967 |      17672 |      17187 |      17143 |      17585 |      17584 |      17655 |      17318 |      17404
    num misses                       |       4792 |       3697 |       3788 |       3830 |       3176 |       3218 |       3165 |       3241 |       3182 |       3224 |       3166 |       3157
    miss rate                        |     21.48% |     18.09% |     18.19% |     18.27% |     17.97% |     18.72% |     18.46% |     18.43% |     18.10% |     18.26% |     18.28% |     18.14%
    mpki                             |       0.07 |       0.05 |       0.05 |       0.05 |       0.05 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
