                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   20883766 |    3678994 |    3289458 |    3568427 |    3619742 |    3460195 |    3600516 |    3725389 |    3596766 |    3306876 |    3592114 |    3381724 |    3422257 |    3072633 |    3088633 |    3583686
  Cycles                             |   14978700 |   14978700 |   14978700 |   14978700 |   19971600 |   19971600 |   19971600 |   19971600 |   14978700 |   14978700 |   14978700 |   14978700 |   19971600 |   19971600 |   19971600 |   19971600
  IPC                                |       1.39 |       0.25 |       0.22 |       0.24 |       0.18 |       0.17 |       0.18 |       0.19 |       0.24 |       0.22 |       0.24 |       0.23 |       0.17 |       0.15 |       0.15 |       0.18
  Time (ns)                          |    4992900 |    4992900 |    4992900 |    4992900 |    4992900 |    4992900 |    4992900 |    4992900 |    4992900 |    4992900 |    4992900 |    4992900 |    4992900 |    4992900 |    4992900 |    4992900
  Idle time (ns)                     |       1766 |    4338586 |    4338952 |    4339157 |    4349351 |    4349384 |    4349337 |    4349342 |    4339652 |    4339329 |    4339879 |    4339754 |    4350051 |    4350074 |    4350180 |    4350408
  Idle time (%)                      |       0.0% |      86.9% |      86.9% |      86.9% |      87.1% |      87.1% |      87.1% |      87.1% |      86.9% |      86.9% |      86.9% |      86.9% |      87.1% |      87.1% |      87.1% |      87.1%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    2248888 |    1166873 |     999170 |    1122419 |    1136347 |    1071042 |    1129215 |    1179857 |    1134235 |    1010478 |    1133305 |    1044324 |    1055324 |     903037 |     910603 |    1121962
  num incorrect                      |     158718 |       4509 |       9887 |       5617 |       6284 |       8208 |       6337 |       4939 |       5267 |       9463 |       5299 |       8246 |       8284 |      13742 |      13220 |       6650
  misprediction rate                 |      6.59% |      0.38% |      0.98% |      0.50% |      0.55% |      0.76% |      0.56% |      0.42% |      0.46% |      0.93% |      0.47% |      0.78% |      0.78% |      1.50% |      1.43% |      0.59%
  mpki                               |       7.60 |       1.23 |       3.01 |       1.57 |       1.74 |       2.37 |       1.76 |       1.33 |       1.46 |       2.86 |       1.48 |       2.44 |       2.42 |       4.47 |       4.28 |       1.86
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    2491136 |      34757 |      61306 |      40072 |      41905 |      51759 |      42652 |      36675 |      38492 |      56912 |      37080 |      50694 |      52608 |      85647 |      78363 |      45059
    num misses                       |        177 |         29 |         45 |         28 |         29 |         29 |         29 |         29 |         29 |         46 |         29 |         46 |         46 |         46 |         48 |         29
    miss rate                        |      0.01% |      0.08% |      0.07% |      0.07% |      0.07% |      0.06% |      0.07% |      0.08% |      0.08% |      0.08% |      0.08% |      0.09% |      0.09% |      0.05% |      0.06% |      0.06%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.02 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    4886774 |     703981 |     666744 |     691990 |     703280 |     686589 |     700861 |     713030 |     695185 |     666995 |     692933 |     675394 |     680970 |     652545 |     653325 |     698296
    num misses                       |       2851 |        517 |        571 |        527 |        548 |        570 |        527 |        509 |        569 |        574 |        593 |        524 |        557 |        583 |        570 |        498
    miss rate                        |      0.06% |      0.07% |      0.09% |      0.08% |      0.08% |      0.08% |      0.08% |      0.07% |      0.08% |      0.09% |      0.09% |      0.08% |      0.08% |      0.09% |      0.09% |      0.07%
    mpki                             |       0.14 |       0.14 |       0.17 |       0.15 |       0.15 |       0.16 |       0.15 |       0.14 |       0.16 |       0.17 |       0.17 |       0.15 |       0.16 |       0.19 |       0.18 |       0.14
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       3028 |        546 |        616 |        555 |        577 |        599 |        556 |        538 |        598 |        620 |        622 |        570 |        603 |        629 |        618 |        527
    num misses                       |        734 |        178 |        204 |        181 |        192 |        189 |        176 |        177 |        182 |        202 |        175 |        198 |        205 |        206 |        214 |        175
    miss rate                        |     24.24% |     32.60% |     33.12% |     32.61% |     33.28% |     31.55% |     31.65% |     32.90% |     30.43% |     32.58% |     28.14% |     34.74% |     34.00% |     32.75% |     34.63% |     33.21%
    mpki                             |       0.04 |       0.05 |       0.06 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.06 |       0.05 |       0.06 |       0.06 |       0.07 |       0.07 |       0.05
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2491136 |      34757 |      61306 |      40072 |      41905 |      51759 |      42652 |      36675 |      38492 |      56912 |      37080 |      50694 |      52608 |      85647 |      78363 |      45059
    num cache misses                 |       3194 |        177 |        361 |        175 |        177 |        179 |        176 |        176 |        176 |        363 |        177 |        361 |        364 |        359 |        384 |        177
    miss rate                        |      0.13% |      0.51% |      0.59% |      0.44% |      0.42% |      0.35% |      0.41% |      0.48% |      0.46% |      0.64% |      0.48% |      0.71% |      0.69% |      0.42% |      0.49% |      0.39%
    mpki                             |       0.15 |       0.05 |       0.11 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.11 |       0.05 |       0.11 |       0.11 |       0.12 |       0.12 |       0.05
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    4886774 |     703981 |     666744 |     691990 |     703280 |     686589 |     700861 |     713030 |     695185 |     666995 |     692933 |     675394 |     680970 |     652545 |     653325 |     698296
    num cache misses                 |      42335 |      13905 |      14433 |      14021 |      14086 |      14330 |      14075 |      13818 |      14014 |      14321 |      13975 |      14293 |      14301 |      15364 |      14616 |      13973
    miss rate                        |      0.87% |      1.98% |      2.16% |      2.03% |      2.00% |      2.09% |      2.01% |      1.94% |      2.02% |      2.15% |      2.02% |      2.12% |      2.10% |      2.35% |      2.24% |      2.00%
