                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11    
  Instructions                       |  3264434040 |  3279971673 |  3299267148 |  3297800911 |  3173051444 |  3237059687 |  3292488200 |  3359077792 |  4041619439 |  3912646908 |  4131875416 |  4196191857
  Cycles                             |  6466504400 |  6466504400 |  6466504400 |  6466504400 |  1616626100 |  1616626100 |  1616626100 |  1616626100 |  6466504400 |  6466504400 |  6466504400 |  6466504400
  IPC                                |        0.50 |        0.51 |        0.51 |        0.51 |        1.96 |        2.00 |        2.04 |        2.08 |        0.63 |        0.61 |        0.64 |        0.65
  Time (ns)                          |  1616626100 |  1616626100 |  1616626100 |  1616626100 |  1616626100 |  1616626100 |  1616626100 |  1616626100 |  1616626100 |  1616626100 |  1616626100 |  1616626100
  Idle time (ns)                     |         291 |      535632 |      557582 |      579541 |      602297 |      624592 |      646427 |      668663 |      691416 |      713486 |      735662 |      758086
  Idle time (%)                      |        0.0% |        0.0% |        0.0% |        0.0% |        0.0% |        0.0% |        0.0% |        0.0% |        0.0% |        0.0% |        0.0% |        0.0%
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |   184786845 |   191668469 |   198103792 |   197615057 |   156027865 |   177367622 |   213122871 |   235319264 |   462832112 |   419842070 |   767554809 |   788993620
  num incorrect                      |      217661 |      225338 |      225703 |      224923 |      224525 |      224111 |      210836 |      210435 |      212041 |      210435 |      155841 |      155840
  misprediction rate                 |       0.12% |       0.12% |       0.11% |       0.11% |       0.14% |       0.13% |       0.10% |       0.09% |       0.05% |       0.05% |       0.02% |       0.02%
  mpki                               |        0.07 |        0.07 |        0.07 |        0.07 |        0.07 |        0.07 |        0.06 |        0.06 |        0.05 |        0.05 |        0.04 |        0.04
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   262862426 |   261913309 |   261913118 |   261913118 |   261913118 |   261913118 |   256758272 |   256758272 |   256758272 |   256758272 |   177057360 |   177057363
    num misses                       |         292 |          33 |          33 |          33 |          33 |          33 |          33 |          33 |          33 |          33 |          33 |          33
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |  1320994718 |  1320259482 |  1323468927 |  1323225902 |  1302441725 |  1313104193 |  1306181303 |  1317280467 |  1431036515 |  1409542500 |  1212213654 |  1222933066
    num misses                       |    10998547 |    10448300 |     9313302 |     9314244 |    10408743 |     9385647 |     9312245 |    10461808 |    10036699 |     9307607 |     7776786 |     6339400
    miss rate                        |       0.83% |       0.79% |       0.70% |       0.70% |       0.80% |       0.71% |       0.71% |       0.79% |       0.70% |       0.66% |       0.64% |       0.52%
    mpki                             |        3.37 |        3.19 |        2.82 |        2.82 |        3.28 |        2.90 |        2.83 |        3.11 |        2.48 |        2.38 |        1.88 |        1.51
  L2 TLB                             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |    10998839 |    10448333 |     9313335 |     9314277 |    10408776 |     9385680 |     9312278 |    10461841 |    10036732 |     9307640 |     7776819 |     6339433
    num misses                       |      380196 |      377304 |      352183 |      363781 |      363178 |      346960 |      371613 |      343407 |      322446 |      343346 |      272468 |      252377
    miss rate                        |       3.46% |       3.61% |       3.78% |       3.91% |       3.49% |       3.70% |       3.99% |       3.28% |       3.21% |       3.69% |       3.50% |       3.98%
    mpki                             |        0.12 |        0.12 |        0.11 |        0.11 |        0.11 |        0.11 |        0.11 |        0.10 |        0.08 |        0.09 |        0.07 |        0.06
Cache Summary                        |             |             |             |             |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |             |             |             |             |            
