                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5    
  Instructions                       |   22009727 |    4879386 |    4598569 |    4665146 |    4248063 |    3770756
  Cycles                             |   17184400 |   17184400 |   17184400 |   17184400 |   17184400 |   17184400
  IPC                                |       1.28 |       0.28 |       0.27 |       0.27 |       0.25 |       0.22
  Time (ns)                          |    4296100 |    4296100 |    4296100 |    4296100 |    4296100 |    4296100
  Idle time (ns)                     |       1704 |    3418089 |    3418386 |    3418541 |    3418190 |    3418691
  Idle time (%)                      |       0.0% |      79.6% |      79.6% |      79.6% |      79.6% |      79.6%
Branch predictor stats               |            |            |            |            |            |           
  num correct                        |    2515759 |    1466511 |    1349318 |    1379620 |    1206948 |    1006879
  num incorrect                      |     168357 |      13926 |      17755 |      16490 |      22543 |      29155
  misprediction rate                 |      6.27% |      0.94% |      1.30% |      1.18% |      1.83% |      2.81%
  mpki                               |       7.65 |       2.85 |       3.86 |       3.53 |       5.31 |       7.73
TLB Summary                          |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |           
    num accesses                     |    3303675 |      68787 |      73275 |      70870 |      78971 |      84959
    num misses                       |        173 |         26 |         26 |         26 |         28 |         26
    miss rate                        |      0.01% |      0.04% |      0.04% |      0.04% |      0.04% |      0.03%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |           
    num accesses                     |    5232499 |    1058517 |    1030628 |    1036619 |     993409 |     944661
    num misses                       |       2492 |       1321 |       1281 |       1361 |       1333 |       1232
    miss rate                        |      0.05% |      0.12% |      0.12% |      0.13% |      0.13% |      0.13%
    mpki                             |       0.11 |       0.27 |       0.28 |       0.29 |       0.31 |       0.33
  L2 TLB                             |            |            |            |            |            |           
    num accesses                     |       2665 |       1347 |       1307 |       1387 |       1361 |       1258
    num misses                       |        665 |        203 |        190 |        186 |        196 |        184
    miss rate                        |     24.95% |     15.07% |     14.54% |     13.41% |     14.40% |     14.63%
    mpki                             |       0.03 |       0.04 |       0.04 |       0.04 |       0.05 |       0.05
Cache Summary                        |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |           
    num cache accesses               |    3303675 |      68787 |      73275 |      70870 |      78971 |      84959
    num cache misses                 |       2940 |        175 |        175 |        176 |        182 |        174
    miss rate                        |      0.09% |      0.25% |      0.24% |      0.25% |      0.23% |      0.20%
    mpki                             |       0.13 |       0.04 |       0.04 |       0.04 |       0.04 |       0.05
  Cache L1-D                         |            |            |            |            |            |           
    num cache accesses               |    5232499 |    1058517 |    1030628 |    1036619 |     993409 |     944661
    num cache misses                 |      60063 |      33136 |      33344 |      33340 |      33661 |      33734
    miss rate                        |      1.15% |      3.13% |      3.24% |      3.22% |      3.39% |      3.57%
    mpki                             |       2.73 |       6.79 |       7.25 |       7.15 |       7.92 |       8.95
  Cache L2                           |            |            |            |            |            |           
    num cache accesses               |      65577 |      33587 |      33841 |      34525 |      34925 |      35061
    num cache misses                 |      48919 |      30048 |      30161 |      30190 |      30412 |      30469
    miss rate                        |     74.60% |     89.46% |     89.13% |     87.44% |     87.08% |     86.90%
    mpki                             |       2.22 |       6.16 |       6.56 |       6.47 |       7.16 |       8.08
  Cache L3                           |            |            |            |            |            |           
    num cache accesses               |      51787 |      30349 |      30506 |      31233 |      31499 |      31623
    num cache misses                 |      37040 |      17734 |      17993 |      19021 |      19036 |      19182
    miss rate                        |     71.52% |     58.43% |     58.98% |     60.90% |     60.43% |     60.66%
    mpki                             |       1.68 |       3.63 |       3.91 |       4.08 |       4.48 |       5.09
DRAM summary                         |            |            |            |            |            |           
  num dram accesses                  |      13593 |          0 |          0 |      13527 |          0 |          0
  average dram access latency (ns)   |      61.46 |        inf |        inf |      61.43 |        inf |        inf
  average dram queueing delay        |       0.21 |       0.00 |       0.00 |       0.18 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |           
  num loads from dram                |      10550 |        346 |        388 |        240 |        248 |        276
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       4894 |       4561 |       4600 |       5653 |       5776 |       5760
