                                     | Core 0     | Core 1    
  Instructions                       |   25006078 |    6230618
  Cycles                             |   19782600 |   19782600
  IPC                                |       1.26 |       0.31
  Time (ns)                          |    6594200 |    6594200
  Idle time (ns)                     |       1299 |    4339071
  Idle time (%)                      |       0.0% |      65.8%
Branch predictor stats               |            |           
  num correct                        |    3147175 |    1398739
  num incorrect                      |     202194 |      67266
  misprediction rate                 |      6.04% |      4.59%
  mpki                               |       8.09 |      10.80
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |    2782611 |     440806
    num misses                       |        185 |         50
    miss rate                        |      0.01% |      0.01%
    mpki                             |       0.01 |       0.01
  D-TLB                              |            |           
    num accesses                     |    6249168 |    1926794
    num misses                       |       6537 |       4062
    miss rate                        |      0.10% |      0.21%
    mpki                             |       0.26 |       0.65
  L2 TLB                             |            |           
    num accesses                     |       6722 |       4112
    num misses                       |        781 |        326
    miss rate                        |     11.62% |      7.93%
    mpki                             |       0.03 |       0.05
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |    2782611 |     440806
    num cache misses                 |       3768 |        720
    miss rate                        |      0.14% |      0.16%
    mpki                             |       0.15 |       0.12
  Cache L1-D                         |            |           
    num cache accesses               |    6249168 |    1926794
    num cache misses                 |     100654 |      76458
    miss rate                        |      1.61% |      3.97%
    mpki                             |       4.03 |      12.27
  Cache L2                           |            |           
    num cache accesses               |     106550 |      77188
    num cache misses                 |      78457 |      59326
    miss rate                        |     73.63% |     76.86%
    mpki                             |       3.14 |       9.52
  Cache L3                           |            |           
    num cache accesses               |      80687 |      59373
    num cache misses                 |      22494 |       4353
    miss rate                        |     27.88% |      7.33%
    mpki                             |       0.90 |       0.70
DRAM summary                         |            |           
  num dram accesses                  |      26835 |          0
  average dram access latency (ns)   |      61.50 |        inf
  average dram queueing delay        |       0.25 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |      12062 |       2506
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |          0 |          0
