                                     | Core 0     | Core 1    
  Instructions                       |   24825639 |    5936783
  Cycles                             |   18206300 |   18206300
  IPC                                |       1.36 |       0.33
  Time (ns)                          |   18206300 |   18206300
  Idle time (ns)                     |       1660 |   12095720
  Idle time (%)                      |       0.0% |      66.4%
Branch predictor stats               |            |           
  num correct                        |    3119197 |    1350822
  num incorrect                      |     200680 |      67020
  misprediction rate                 |      6.04% |      4.73%
  mpki                               |       8.08 |      11.29
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |    2904232 |     567443
    num misses                       |        172 |         29
    miss rate                        |      0.01% |      0.01%
    mpki                             |       0.01 |       0.00
  D-TLB                              |            |           
    num accesses                     |    6198961 |    1844609
    num misses                       |       5220 |       3912
    miss rate                        |      0.08% |      0.21%
    mpki                             |       0.21 |       0.66
  L2 TLB                             |            |           
    num accesses                     |       5392 |       3941
    num misses                       |        720 |        248
    miss rate                        |     13.35% |      6.29%
    mpki                             |       0.03 |       0.04
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |    2904232 |     567443
    num cache misses                 |       3514 |        314
    miss rate                        |      0.12% |      0.06%
    mpki                             |       0.14 |       0.05
  Cache L1-D                         |            |           
    num cache accesses               |    6198961 |    1844609
    num cache misses                 |     100380 |      74780
    miss rate                        |      1.62% |      4.05%
    mpki                             |       4.04 |      12.60
  Cache L2                           |            |           
    num cache accesses               |     106013 |      75100
    num cache misses                 |      78527 |      58401
    miss rate                        |     74.07% |     77.76%
    mpki                             |       3.16 |       9.84
  Cache L3                           |            |           
    num cache accesses               |      80749 |      58444
    num cache misses                 |      22580 |       4049
    miss rate                        |     27.96% |      6.93%
    mpki                             |       0.91 |       0.68
DRAM summary                         |            |           
  num dram accesses                  |      26616 |          0
  average dram access latency (ns)   |      61.32 |        inf
  average dram queueing delay        |       0.07 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |      12101 |       2176
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |          0 |          0
