                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |  233293927 |   22102143 |   29439676 |   36777939 |   44127653 |   51465402 |   58802775 |   66141252 |   73468593 |   80807043 |   88145834 |   95483565 |  102830009 |  110168285 |  117507029 |  122745026
  Cycles                             |  249430720 |  249430720 |  249430720 |  249430720 |  328795040 |  328795040 |  328795040 |  328795040 |  249430720 |  249430720 |  249430720 |  249430720 |  328795040 |  328795040 |  328795040 |  328795040
  IPC                                |       0.94 |       0.09 |       0.12 |       0.15 |       0.13 |       0.16 |       0.18 |       0.20 |       0.29 |       0.32 |       0.35 |       0.38 |       0.31 |       0.34 |       0.36 |       0.37
  Time (ns)                          |  113377600 |  113377600 |  113377600 |  113377600 |  113377600 |  113377600 |  113377600 |  113377600 |  113377600 |  113377600 |  113377600 |  113377600 |  113377600 |  113377600 |  113377600 |  113377600
  Idle time (ns)                     |   20116279 |  106042705 |  104514262 |  102983363 |  102969858 |  101526082 |  100179339 |   98983180 |   96356427 |   94790179 |   93074030 |   91522613 |   91493628 |   90059667 |   88652876 |   87566207
  Idle time (%)                      |      17.7% |      93.5% |      92.2% |      90.8% |      90.8% |      89.5% |      88.4% |      87.3% |      85.0% |      83.6% |      82.1% |      80.7% |      80.7% |      79.4% |      78.2% |      77.2%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   20599129 |    3318522 |    4366384 |    5414454 |    6465824 |    7513748 |    8561554 |    9609696 |   10654618 |   11702869 |   12750964 |   13799009 |   14849318 |   15897387 |   16945600 |   17393593
  num incorrect                      |       8784 |         89 |         89 |         89 |         89 |         89 |         89 |         89 |         89 |         79 |         89 |         79 |         89 |         90 |         89 |         89
  misprediction rate                 |      0.04% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
  mpki                               |       0.04 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   37800701 |        312 |        312 |        312 |        312 |        312 |        316 |        312 |        312 |        233 |        312 |        233 |        312 |        314 |        312 |        313
    num misses                       |        115 |         16 |         16 |         16 |         16 |         16 |         16 |         16 |         16 |         16 |         16 |         16 |         16 |         16 |         16 |         16
    miss rate                        |      0.00% |      5.13% |      5.13% |      5.13% |      5.13% |      5.13% |      5.06% |      5.13% |      5.13% |      6.87% |      5.13% |      6.87% |      5.13% |      5.10% |      5.13% |      5.11%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   22543051 |    3757650 |    3757293 |    3757040 |    3758437 |    3758111 |    3757742 |    3757509 |    3755682 |    3755178 |    3755279 |    3754672 |    3755880 |    3755638 |    3755445 |    3455160
    num misses                       |   17531490 |    1017958 |    1025248 |    1033901 |    1032911 |    1034807 |    1039093 |    1036905 |    1033115 |    1037415 |    1038125 |    1039896 |    1040003 |    1040790 |    1039992 |    1034781
    miss rate                        |     77.77% |     27.09% |     27.29% |     27.52% |     27.48% |     27.54% |     27.65% |     27.60% |     27.51% |     27.63% |     27.64% |     27.70% |     27.69% |     27.71% |     27.69% |     29.95%
    mpki                             |      75.15 |      46.06 |      34.83 |      28.11 |      23.41 |      20.11 |      17.67 |      15.68 |      14.06 |      12.84 |      11.78 |      10.89 |      10.11 |       9.45 |       8.85 |       8.43
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   17531605 |    1017974 |    1025264 |    1033917 |    1032927 |    1034823 |    1039109 |    1036921 |    1033131 |    1037431 |    1038141 |    1039912 |    1040019 |    1040806 |    1040008 |    1034797
    num misses                       |   16337177 |     935216 |     948155 |     962157 |     964573 |     967485 |     973063 |     970417 |     964453 |     972412 |     976016 |     976721 |     975008 |     978310 |     976468 |     969001
    miss rate                        |     93.19% |     91.87% |     92.48% |     93.06% |     93.38% |     93.49% |     93.64% |     93.59% |     93.35% |     93.73% |     94.02% |     93.92% |     93.75% |     94.00% |     93.89% |     93.64%
    mpki                             |      70.03 |      42.31 |      32.21 |      26.16 |      21.86 |      18.80 |      16.55 |      14.67 |      13.13 |      12.03 |      11.07 |      10.23 |       9.48 |       8.88 |       8.31 |       7.89
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   37800701 |        312 |        312 |        312 |        312 |        312 |        316 |        312 |        312 |        233 |        312 |        233 |        312 |        314 |        312 |        313
    num cache misses                 |       6202 |         95 |         95 |         95 |         95 |         95 |         94 |         94 |         95 |         95 |         95 |         95 |         95 |         95 |         94 |         94
    miss rate                        |      0.02% |     30.45% |     30.45% |     30.45% |     30.45% |     30.45% |     29.75% |     30.13% |     30.45% |     40.77% |     30.45% |     40.77% |     30.45% |     30.25% |     30.13% |     30.03%
    mpki                             |       0.03 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   22543051 |    3757650 |    3757293 |    3757040 |    3758437 |    3758111 |    3757742 |    3757509 |    3755682 |    3755178 |    3755279 |    3754672 |    3755880 |    3755638 |    3755445 |    3455160
    num cache misses                 |   18222869 |    1026625 |    1034316 |    1040641 |    1042287 |    1042017 |    1045493 |    1044383 |    1044944 |    1046412 |    1047281 |    1047435 |    1046269 |    1046543 |    1046050 |    1043149
    miss rate                        |     80.84% |     27.32% |     27.53% |     27.70% |     27.73% |     27.73% |     27.82% |     27.79% |     27.82% |     27.87% |     27.89% |     27.90% |     27.86% |     27.87% |     27.85% |     30.19%
    mpki                             |      78.11 |      46.45 |      35.13 |      28.30 |      23.62 |      20.25 |      17.78 |      15.79 |      14.22 |      12.95 |      11.88 |      10.97 |      10.17 |       9.50 |       8.90 |       8.50
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   18795314 |    1628558 |    1653362 |    1677789 |    1681644 |    1685340 |    1697845 |    1704932 |    1752749 |    1702331 |    1698656 |    1700920 |    1701937 |    1702015 |    1697996 |    1685687
    num cache misses                 |   17837706 |     995097 |    1004769 |    1019521 |     992995 |     995280 |    1001963 |    1001154 |    1025266 |    1028724 |    1030072 |    1031762 |    1006579 |    1006470 |    1003470 |     995953
    miss rate                        |     94.91% |     61.10% |     60.77% |     60.77% |     59.05% |     59.06% |     59.01% |     58.72% |     58.49% |     60.43% |     60.64% |     60.66% |     59.14% |     59.13% |     59.10% |     59.08%
    mpki                             |      76.46 |      45.02 |      34.13 |      27.72 |      22.50 |      19.34 |      17.04 |      15.14 |      13.96 |      12.73 |      11.69 |      10.81 |       9.79 |       9.14 |       8.54 |       8.11
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   18403960 |    1596935 |    1623720 |    1656573 |    1632255 |    1638507 |    1654220 |    1661609 |    1732974 |    1684548 |    1681351 |    1685152 |    1662149 |    1661844 |    1655321 |    1638397
