                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |    9447568 |    9438495 |    9414011 |    9481415
  Cycles                             |    5534400 |    5534400 |    5534400 |    5534400
  IPC                                |       1.71 |       1.71 |       1.70 |       1.71
  Time (ns)                          |    5534400 |    5534400 |    5534400 |    5534400
  Idle time (ns)                     |        272 |     512880 |     513636 |     514189
  Idle time (%)                      |       0.0% |       9.3% |       9.3% |       9.3%
Branch predictor stats               |            |            |            |           
  num correct                        |     626114 |     836620 |     837745 |     861745
  num incorrect                      |       9030 |       2922 |       2878 |       2942
  misprediction rate                 |      1.42% |      0.35% |      0.34% |      0.34%
  mpki                               |       0.96 |       0.31 |       0.31 |       0.31
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |    1062465 |     922727 |     916694 |     915940
    num misses                       |        214 |         28 |         28 |         29
    miss rate                        |      0.02% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.02 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |    4937825 |    4605913 |    4591827 |    4602185
    num misses                       |       2686 |       1001 |       1043 |        909
    miss rate                        |      0.05% |      0.02% |      0.02% |      0.02%
    mpki                             |       0.28 |       0.11 |       0.11 |       0.10
  L2 TLB                             |            |            |            |           
    num accesses                     |       2900 |       1029 |       1071 |        938
    num misses                       |        584 |        205 |        209 |        172
    miss rate                        |     20.14% |     19.92% |     19.51% |     18.34%
    mpki                             |       0.06 |       0.02 |       0.02 |       0.02
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |    1062465 |     922727 |     916694 |     915940
    num cache misses                 |      10220 |       2193 |       2048 |       2021
    miss rate                        |      0.96% |      0.24% |      0.22% |      0.22%
    mpki                             |       1.08 |       0.23 |       0.22 |       0.21
  Cache L1-D                         |            |            |            |           
    num cache accesses               |    4937825 |    4605913 |    4591827 |    4602185
    num cache misses                 |     168436 |     148310 |     146401 |     145625
    miss rate                        |      3.41% |      3.22% |      3.19% |      3.16%
    mpki                             |      17.83 |      15.71 |      15.55 |      15.36
  Cache L2                           |            |            |            |           
    num cache accesses               |     183872 |     153142 |     150705 |     148509
    num cache misses                 |      54082 |      35472 |      33147 |      31302
    miss rate                        |     29.41% |     23.16% |     21.99% |     21.08%
    mpki                             |       5.72 |       3.76 |       3.52 |       3.30
  Cache L3                           |            |            |            |           
    num cache accesses               |      61559 |      40569 |      38059 |      34595
    num cache misses                 |      14905 |       4512 |       4098 |       4067
    miss rate                        |     24.21% |     11.12% |     10.77% |     11.76%
    mpki                             |       1.58 |       0.48 |       0.44 |       0.43
DRAM summary                         |            |            |            |           
  num dram accesses                  |      27497 |          0 |          0 |          0
  average dram access latency (ns)   |     104.39 |        inf |        inf |        inf
  average dram queueing delay        |      43.14 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |       7136 |        272 |        268 |        183
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
