                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   10948896 |    3088311 |    3060070 |    3134804 |    2790818 |    3131995 |    3100291 |    2988844 |    2613899 |    3054046 |    3099293 |    3073382 |    2873001 |    3045434 |    3098736 |    3071904
  Cycles                             |   11058800 |   11058800 |   11058800 |   11058800 |    8294100 |    8294100 |    8294100 |    8294100 |   11058800 |   11058800 |   11058800 |   11058800 |    8294100 |    8294100 |    8294100 |    8294100
  IPC                                |       0.99 |       0.28 |       0.28 |       0.28 |       0.34 |       0.38 |       0.37 |       0.36 |       0.24 |       0.28 |       0.28 |       0.28 |       0.35 |       0.37 |       0.37 |       0.37
  Time (ns)                          |    2764700 |    2764700 |    2764700 |    2764700 |    2764700 |    2764700 |    2764700 |    2764700 |    2764700 |    2764700 |    2764700 |    2764700 |    2764700 |    2764700 |    2764700 |    2764700
  Idle time (ns)                     |       1564 |    2294172 |    2294857 |    2294951 |    2284945 |    2285020 |    2285114 |    2285192 |    2295322 |    2295427 |    2295681 |    2295226 |    2285589 |    2285693 |    2286065 |    2285963
  Idle time (%)                      |       0.1% |      83.0% |      83.0% |      83.0% |      82.6% |      82.6% |      82.7% |      82.7% |      83.0% |      83.0% |      83.0% |      83.0% |      82.7% |      82.7% |      82.7% |      82.7%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1320525 |     993274 |     981128 |    1012521 |     873834 |    1017451 |    1002826 |     958279 |     798194 |     979386 |     997426 |     988455 |     908059 |     981193 |    1003413 |     991372
  num incorrect                      |      75131 |       3351 |       3708 |       2694 |       6675 |       1803 |       2471 |       3858 |       9921 |       3863 |       3292 |       3656 |       5621 |       3116 |       2482 |       2779
  misprediction rate                 |      5.38% |      0.34% |      0.38% |      0.27% |      0.76% |      0.18% |      0.25% |      0.40% |      1.23% |      0.39% |      0.33% |      0.37% |      0.62% |      0.32% |      0.25% |      0.28%
  mpki                               |       6.86 |       1.09 |       1.21 |       0.86 |       2.39 |       0.58 |       0.80 |       1.29 |       3.80 |       1.26 |       1.06 |       1.19 |       1.96 |       1.02 |       0.80 |       0.90
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
