                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   68913164 |   88902463 |   69468175 |   88901279 |   90311204 |   89962863 |   90285566 |   90229065 |   71579408 |   71575839 |   89864172 |   90263758
  Cycles                             |   28478120 |   37539340 |   28478120 |   37539340 |   37539340 |   37539340 |   37539340 |   37539340 |   28478120 |   28478120 |   37539340 |   37539340
  IPC                                |       2.42 |       2.37 |       2.44 |       2.37 |       2.41 |       2.40 |       2.41 |       2.40 |       2.51 |       2.51 |       2.39 |       2.40
  Time (ns)                          |   12944600 |   12944600 |   12944600 |   12944600 |   12944600 |   12944600 |   12944600 |   12944600 |   12944600 |   12944600 |   12944600 |   12944600
  Idle time (ns)                     |        217 |     461606 |     463897 |     464693 |     465482 |     466224 |     466979 |     467727 |     468499 |     469235 |     470021 |     470755
  Idle time (%)                      |       0.0% |       3.6% |       3.6% |       3.6% |       3.6% |       3.6% |       3.6% |       3.6% |       3.6% |       3.6% |       3.6% |       3.6%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    3404724 |    9273107 |    3720558 |    9272779 |   12362301 |   12262792 |   12354994 |   12338853 |    7010505 |    7009485 |   12234456 |   12348750
  num incorrect                      |     108835 |      91632 |      91575 |      91625 |      76470 |      76459 |      76457 |      76456 |      76412 |      76412 |      76465 |      76467
  misprediction rate                 |      3.10% |      0.98% |      2.40% |      0.98% |      0.61% |      0.62% |      0.62% |      0.62% |      1.08% |      1.08% |      0.62% |      0.62%
  mpki                               |       1.58 |       1.03 |       1.32 |       1.03 |       0.85 |       0.85 |       0.85 |       0.85 |       1.07 |       1.07 |       0.85 |       0.85
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    6187269 |    6048511 |    6048431 |    6048507 |    5040952 |    5040944 |    5040941 |    5040941 |    5040850 |    5040850 |    5041046 |    5040948
    num misses                       |        370 |         28 |         28 |         28 |         28 |         28 |         28 |         28 |         28 |         28 |         28 |         28
