                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |    4324392 |    4051807 |    4024236 |    3994680 |    3903869 |    3903177 |    3913851 |    3881860 |    3847795 |    3847599 |    3739507 |    3727421
  Cycles                             |   16569600 |   16569600 |   16569600 |   16569600 |    4142400 |    4142400 |   16569600 |   16569600 |   16569600 |   16569600 |    4142400 |    4142400
  IPC                                |       0.26 |       0.24 |       0.24 |       0.24 |       0.94 |       0.94 |       0.24 |       0.23 |       0.23 |       0.23 |       0.90 |       0.90
  Time (ns)                          |    4142400 |    4142400 |    4142400 |    4142400 |    4142400 |    4142400 |    4142400 |    4142400 |    4142400 |    4142400 |    4142400 |    4142400
  Idle time (ns)                     |        264 |     348091 |     349129 |     349934 |     350631 |     351359 |     352089 |     352747 |     353407 |     354068 |     354729 |     355388
  Idle time (%)                      |       0.0% |       8.4% |       8.4% |       8.4% |       8.5% |       8.5% |       8.5% |       8.5% |       8.5% |       8.5% |       8.6% |       8.6%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |     450540 |     441216 |     435045 |     431198 |     412474 |     410257 |     416876 |     410536 |     404022 |     402242 |     382765 |     376242
  num incorrect                      |       4346 |        439 |        445 |        402 |        414 |        456 |        382 |        913 |        894 |       1047 |       1106 |       1279
  misprediction rate                 |      0.96% |      0.10% |      0.10% |      0.09% |      0.10% |      0.11% |      0.09% |      0.22% |      0.22% |      0.26% |      0.29% |      0.34%
  mpki                               |       1.00 |       0.11 |       0.11 |       0.10 |       0.11 |       0.12 |       0.10 |       0.24 |       0.23 |       0.27 |       0.30 |       0.34
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |     393364 |     328478 |     317618 |     305973 |     294865 |     284664 |     273509 |     262906 |     252394 |     242468 |     231349 |     212008
    num misses                       |        118 |         24 |         24 |         24 |         24 |         24 |         22 |         22 |         24 |         22 |         24 |         22
    miss rate                        |      0.03% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.03 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    1690315 |    1519934 |    1505577 |    1491796 |    1451955 |    1457488 |    1456829 |    1440182 |    1421159 |    1424059 |    1370056 |    1381732
    num misses                       |       6114 |       4638 |       4677 |       4738 |       4535 |       4733 |       4073 |       4766 |       5070 |       4464 |       4919 |       4147
    miss rate                        |      0.36% |      0.31% |      0.31% |      0.32% |      0.31% |      0.32% |      0.28% |      0.33% |      0.36% |      0.31% |      0.36% |      0.30%
    mpki                             |       1.41 |       1.14 |       1.16 |       1.19 |       1.16 |       1.21 |       1.04 |       1.23 |       1.32 |       1.16 |       1.32 |       1.11
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
