                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |   49184177 |    8373322 |    8519657 |    8043499 |    8542058 |    8021624 |    8622830 |    8379042
  Cycles                             |   31242500 |   31242500 |   31242500 |   31242500 |   31242500 |   31242500 |   31242500 |   31242500
  IPC                                |       1.57 |       0.27 |       0.27 |       0.26 |       0.27 |       0.26 |       0.28 |       0.27
  Time (ns)                          |   31242500 |   31242500 |   31242500 |   31242500 |   31242500 |   31242500 |   31242500 |   31242500
  Idle time (ns)                     |     268460 |   26672363 |   26591519 |   26226197 |   26225477 |   26945643 |   26486091 |   26694736
  Idle time (%)                      |       0.9% |      85.4% |      85.1% |      83.9% |      83.9% |      86.2% |      84.8% |      85.4%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |    5390044 |    2420305 |    2450404 |    2087072 |    2325478 |    2357615 |    2463673 |    2426208
  num incorrect                      |     359596 |      25861 |      27728 |      51209 |      42709 |      19431 |      29932 |      25333
  misprediction rate                 |      6.25% |      1.06% |      1.12% |      2.39% |      1.80% |      0.82% |      1.20% |      1.03%
  mpki                               |       7.31 |       3.09 |       3.25 |       6.37 |       5.00 |       2.42 |       3.47 |       3.02
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    6578021 |     167110 |     172918 |     289084 |     238612 |     136110 |     186559 |     161855
    num misses                       |        173 |         24 |         24 |         26 |         24 |         24 |         24 |         24
    miss rate                        |      0.00% |      0.01% |      0.01% |      0.01% |      0.01% |      0.02% |      0.01% |      0.01%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   11260836 |    1823257 |    1855755 |    1886776 |    1933698 |    1730558 |    1885288 |    1816864
    num misses                       |      14144 |      12233 |      12158 |      12158 |      12196 |      12142 |      12195 |      12116
    miss rate                        |      0.13% |      0.67% |      0.66% |      0.64% |      0.63% |      0.70% |      0.65% |      0.67%
    mpki                             |       0.29 |       1.46 |       1.43 |       1.51 |       1.43 |       1.51 |       1.41 |       1.45
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |      14317 |      12257 |      12182 |      12184 |      12220 |      12166 |      12219 |      12140
    num misses                       |       1883 |       1224 |       1193 |       1214 |       1199 |       1200 |       1207 |       1206
    miss rate                        |     13.15% |      9.99% |      9.79% |      9.96% |      9.81% |      9.86% |      9.88% |      9.93%
    mpki                             |       0.04 |       0.15 |       0.14 |       0.15 |       0.14 |       0.15 |       0.14 |       0.14
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |    6578021 |     167110 |     172918 |     289084 |     238612 |     136110 |     186559 |     161855
    num cache misses                 |       3770 |        223 |        225 |        250 |        236 |        226 |        234 |        226
    miss rate                        |      0.06% |      0.13% |      0.13% |      0.09% |      0.10% |      0.17% |      0.13% |      0.14%
    mpki                             |       0.08 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |   11260836 |    1823257 |    1855755 |    1886776 |    1933698 |    1730558 |    1885288 |    1816864
    num cache misses                 |     106921 |      57123 |      57027 |      61316 |      58672 |      56462 |      57674 |      56863
    miss rate                        |      0.95% |      3.13% |      3.07% |      3.25% |      3.03% |      3.26% |      3.06% |      3.13%
    mpki                             |       2.17 |       6.82 |       6.69 |       7.62 |       6.87 |       7.04 |       6.69 |       6.79
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |     113828 |      58255 |      58189 |      62982 |      61221 |      58472 |      60034 |      59016
    num cache misses                 |      94023 |      51073 |      50987 |      52351 |      52400 |      50573 |      51496 |      50913
    miss rate                        |     82.60% |     87.67% |     87.62% |     83.12% |     85.59% |     86.49% |     85.78% |     86.27%
    mpki                             |       1.91 |       6.10 |       5.98 |       6.51 |       6.13 |       6.30 |       5.97 |       6.08
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |      97462 |      52001 |      51956 |      53799 |      54745 |      52389 |      53653 |      52869
    num cache misses                 |      62301 |      28220 |      28225 |      29261 |      32397 |      31193 |      31982 |      31724
    miss rate                        |     63.92% |     54.27% |     54.32% |     54.39% |     59.18% |     59.54% |     59.61% |     60.00%
    mpki                             |       1.27 |       3.37 |       3.31 |       3.64 |       3.79 |       3.89 |       3.71 |       3.79
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |      29033 |          0 |          0 |          0 |      28979 |          0 |          0 |          0
  average dram access latency (ns)   |      61.35 |        inf |        inf |        inf |      61.34 |        inf |        inf |        inf
  average dram queueing delay        |       0.09 |       0.00 |       0.00 |       0.00 |       0.09 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |      11421 |       1024 |        933 |       1153 |       1010 |        894 |        896 |        792
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       8976 |       8129 |       8133 |       8688 |      10681 |       9996 |      10386 |      10285
