                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11    
  Instructions                       |  3938555009 |    81916017 |    81541767 |    81696688 |    81794492 |    81500699 |    81299845 |    82156253 |    81334454 |    81197481 |    81928503 |    81130349
  Cycles                             |  4189830100 |  4189830100 |  4189830100 |  4189830100 |  4189830100 |  3178491800 |  4189830100 |  3178491800 |  4189830100 |  3178491800 |  4189830100 |  3178491800
  IPC                                |        0.94 |        0.02 |        0.02 |        0.02 |        0.02 |        0.03 |        0.02 |        0.03 |        0.02 |        0.03 |        0.02 |        0.03
  Time (ns)                          |  1444769000 |  1444769000 |  1444769000 |  1444769000 |  1444769000 |  1444769000 |  1444769000 |  1444769000 |  1444769000 |  1444769000 |  1444769000 |  1444769000
  Idle time (ns)                     |    34925651 |  1412399127 |  1412568710 |  1412475187 |  1412779775 |  1410781659 |  1412923276 |  1410502868 |  1412957179 |  1410877628 |  1412676450 |  1410919285
  Idle time (%)                      |        2.4% |       97.8% |       97.8% |       97.8% |       97.8% |       97.6% |       97.8% |       97.6% |       97.8% |       97.7% |       97.8% |       97.7%
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |   169652123 |     1585454 |     1577963 |     1582514 |     1583575 |     1576857 |     1576820 |     1587794 |     1577721 |     1571666 |     1584906 |     1574713
  num incorrect                      |     6027215 |       54046 |       53056 |       53614 |       53729 |       53178 |       53977 |       53432 |       53679 |       53207 |       53420 |       53353
  misprediction rate                 |       3.43% |       3.30% |       3.25% |       3.28% |       3.28% |       3.26% |       3.31% |       3.26% |       3.29% |       3.27% |       3.26% |       3.28%
  mpki                               |        1.53 |        0.66 |        0.65 |        0.66 |        0.66 |        0.65 |        0.66 |        0.65 |        0.66 |        0.66 |        0.65 |        0.66
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   773982070 |    12685563 |    12630023 |    12652704 |    12668158 |    12623882 |    12591873 |    12723486 |    12597489 |    12576970 |    12688439 |    12566715
    num misses                       |         203 |          47 |          43 |          47 |          47 |          43 |          47 |          47 |          47 |          45 |          47 |          47
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |  2331216036 |    51774023 |    51546007 |    51640402 |    51701065 |    51522255 |    51381799 |    51936561 |    51400984 |    51328031 |    51789867 |    51273449
    num misses                       |    12895174 |      527899 |      519850 |      515457 |      527139 |      521634 |      514870 |      531487 |      525807 |      521372 |      524483 |      511037
    miss rate                        |       0.55% |       1.02% |       1.01% |       1.00% |       1.02% |       1.01% |       1.00% |       1.02% |       1.02% |       1.02% |       1.01% |       1.00%
