                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |  254835041 |   63419853 |  101164273 |  138915186 |          0 |          0 |          0 |          0 |   44544819 |   82296377 |  120050960 |  155991007 |          0 |          0 |          0 |          0
  Cycles                             |  347570800 |  347570800 |  347570800 |  347570800 |  263674400 |  263674400 |  263674400 |  263674400 |  347570800 |  347570800 |  347570800 |  347570800 |  263674400 |  263674400 |  263674400 |  263674400
  IPC                                |       0.73 |       0.18 |       0.29 |       0.40 |       0.00 |       0.00 |       0.00 |       0.00 |       0.13 |       0.24 |       0.35 |       0.45 |       0.00 |       0.00 |       0.00 |       0.00
  Time (ns)                          |  119852000 |  119852000 |  119852000 |  119852000 |  119852000 |  119852000 |  119852000 |  119852000 |  119852000 |  119852000 |  119852000 |  119852000 |  119852000 |  119852000 |  119852000 |  119852000
  Idle time (ns)                     |   33069530 |  102506153 |   92954306 |   83400879 |  119852000 |  119852000 |  119852000 |  119852000 |  107240580 |   97645836 |   88124226 |   78581924 |  119852000 |  119852000 |  119852000 |  119852000
  Idle time (%)                      |      27.6% |      85.5% |      77.6% |      69.6% |     100.0% |     100.0% |     100.0% |     100.0% |      89.5% |      81.5% |      73.5% |      65.6% |     100.0% |     100.0% |     100.0% |     100.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   40081632 |    9167307 |   13362546 |   17551772 |          0 |          0 |          0 |          0 |    7070222 |   11261772 |   15456213 |   19047481 |          0 |          0 |          0 |          0
  num incorrect                      |     422944 |     439472 |     437714 |     441987 |          0 |          0 |          0 |          0 |     439622 |     442092 |     443450 |     443763 |          0 |          0 |          0 |          0
  misprediction rate                 |      1.04% |      4.57% |      3.17% |      2.46% |      0.00% |      0.00% |      0.00% |      0.00% |      5.85% |      3.78% |      2.79% |      2.28% |      0.00% |      0.00% |      0.00% |      0.00%
  mpki                               |       1.66 |       6.93 |       4.33 |       3.18 |       0.00 |       0.00 |       0.00 |       0.00 |       9.87 |       5.37 |       3.69 |       2.84 |       0.00 |       0.00 |       0.00 |       0.00
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      41931 |    8389059 |   16777530 |   25166266 |          0 |          0 |          0 |          0 |    4194745 |   12583353 |   20971713 |   29360443 |          0 |          0 |          0 |          0
    num misses                       |        109 |         16 |         16 |         16 |          0 |          0 |          0 |          0 |         16 |         16 |         16 |         16 |          0 |          0 |          0 |          0
    miss rate                        |      0.26% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   23520600 |    4804629 |    4803821 |    4803754 |          0 |          0 |          0 |          0 |    4804730 |    4804588 |    4804624 |    4503593 |          0 |          0 |          0 |          0
    num misses                       |   18548654 |    2067269 |    2070163 |    2080503 |          0 |          0 |          0 |          0 |    2058778 |    2075697 |    2077661 |    2074421 |          0 |          0 |          0 |          0
    miss rate                        |     78.86% |     43.03% |     43.09% |     43.31% |      0.00% |      0.00% |      0.00% |      0.00% |     42.85% |     43.20% |     43.24% |     46.06% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |      72.79 |      32.60 |      20.46 |      14.98 |       0.00 |       0.00 |       0.00 |       0.00 |      46.22 |      25.22 |      17.31 |      13.30 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   18548763 |    2067285 |    2070179 |    2080519 |          0 |          0 |          0 |          0 |    2058794 |    2075713 |    2077677 |    2074437 |          0 |          0 |          0 |          0
    num misses                       |   17271927 |    1931697 |    1936509 |    1952999 |          0 |          0 |          0 |          0 |    1909940 |    1943130 |    1952379 |    1945094 |          0 |          0 |          0 |          0
