                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   57937091 |   57255603 |   57490410 |   49545018 |   57426192 |   57335187 |   57262749 |   57108236 |   49336395 |   49278911 |   56096579 |   48378458
  Cycles                             |   67875660 |   67875660 |   67875660 |   51491880 |   67875660 |   67875660 |   67875660 |   67875660 |   51491880 |   51491880 |   67875660 |   51491880
  IPC                                |       0.85 |       0.84 |       0.85 |       0.96 |       0.85 |       0.84 |       0.84 |       0.84 |       0.96 |       0.96 |       0.83 |       0.94
  Time (ns)                          |   23405400 |   23405400 |   23405400 |   23405400 |   23405400 |   23405400 |   23405400 |   23405400 |   23405400 |   23405400 |   23405400 |   23405400
  Idle time (ns)                     |        442 |     320974 |     325116 |     327763 |     330370 |     333009 |     335616 |     338254 |     340862 |     343500 |     346108 |     348746
  Idle time (%)                      |       0.0% |       1.4% |       1.4% |       1.4% |       1.4% |       1.4% |       1.4% |       1.4% |       1.5% |       1.5% |       1.5% |       1.5%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    6333436 |    6258933 |    6328959 |    4139283 |    6311186 |    6292825 |    6281127 |    6247684 |    4093992 |    4081599 |    5936049 |    3812983
  num incorrect                      |      14665 |       3768 |       3856 |       3516 |       4191 |       4288 |       5443 |       5609 |       5249 |       5386 |       6208 |       6107
  misprediction rate                 |      0.23% |      0.06% |      0.06% |      0.08% |      0.07% |      0.07% |      0.09% |      0.09% |      0.13% |      0.13% |      0.10% |      0.16%
  mpki                               |       0.25 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.10 |       0.10 |       0.11 |       0.11 |       0.11 |       0.13
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    6963097 |    6867963 |    6887810 |    6722144 |    6932473 |    6926056 |    6924939 |    6916006 |    6786602 |    6796445 |    7039165 |    6890990
