                                     | Core 0     | Core 1    
  Instructions                       |   17574287 |   17568722
  Cycles                             |    9842600 |    9842600
  IPC                                |       1.79 |       1.78
  Time (ns)                          |    3394000 |    3394000
  Idle time (ns)                     |        397 |     351498
  Idle time (%)                      |       0.0% |      10.4%
Branch predictor stats               |            |           
  num correct                        |    1036709 |    1216327
  num incorrect                      |      26118 |       9863
  misprediction rate                 |      2.46% |      0.80%
  mpki                               |       1.49 |       0.56
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |    1956133 |    1810624
    num misses                       |        265 |         30
    miss rate                        |      0.01% |      0.00%
    mpki                             |       0.02 |       0.00
  D-TLB                              |            |           
    num accesses                     |    9310232 |    8923588
    num misses                       |       4868 |       2750
    miss rate                        |      0.05% |      0.03%
    mpki                             |       0.28 |       0.16
  L2 TLB                             |            |           
    num accesses                     |       5133 |       2780
    num misses                       |        922 |        328
    miss rate                        |     17.96% |     11.80%
    mpki                             |       0.05 |       0.02
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |    1956133 |    1810624
    num cache misses                 |       7239 |        403
    miss rate                        |      0.37% |      0.02%
    mpki                             |       0.41 |       0.02
  Cache L1-D                         |            |           
    num cache accesses               |    9310232 |    8923588
    num cache misses                 |     218539 |     207949
    miss rate                        |      2.35% |      2.33%
    mpki                             |      12.44 |      11.84
  Cache L2                           |            |           
    num cache accesses               |     231390 |     210724
    num cache misses                 |      26717 |      19655
    miss rate                        |     11.55% |      9.33%
    mpki                             |       1.52 |       1.12
  Cache L3                           |            |           
    num cache accesses               |      35979 |      26068
    num cache misses                 |      26663 |      19655
    miss rate                        |     74.11% |     75.40%
    mpki                             |       1.52 |       1.12
DRAM summary                         |            |           
  num dram accesses                  |      13207 |      13127
  average dram access latency (ns)   |      61.78 |      61.75
  average dram queueing delay        |       0.53 |       0.50
  average dram bandwidth utilization |      0.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |       5238 |         39
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |       6915 |       9427
