                                     | Core 0     | Core 1    
  Instructions                       |   28883146 |    9649508
  Cycles                             |   21835600 |   21835600
  IPC                                |       1.32 |       0.44
  Time (ns)                          |    5458900 |    5458900
  Idle time (ns)                     |      59516 |    3467891
  Idle time (%)                      |       1.1% |      63.5%
Branch predictor stats               |            |           
  num correct                        |    3790954 |    2302400
  num incorrect                      |     210748 |      73995
  misprediction rate                 |      5.27% |      3.11%
  mpki                               |       7.30 |       7.67
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |    3418153 |     403513
    num misses                       |        172 |         26
    miss rate                        |      0.01% |      0.01%
    mpki                             |       0.01 |       0.00
  D-TLB                              |            |           
    num accesses                     |    7062591 |    2557725
    num misses                       |      17149 |      15651
    miss rate                        |      0.24% |      0.61%
    mpki                             |       0.59 |       1.62
  L2 TLB                             |            |           
    num accesses                     |      17321 |      15677
    num misses                       |        902 |        417
    miss rate                        |      5.21% |      2.66%
    mpki                             |       0.03 |       0.04
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |    3418153 |     403513
    num cache misses                 |       3226 |        246
    miss rate                        |      0.09% |      0.06%
    mpki                             |       0.11 |       0.03
  Cache L1-D                         |            |           
    num cache accesses               |    7062591 |    2557725
    num cache misses                 |     113826 |      81520
    miss rate                        |      1.61% |      3.19%
    mpki                             |       3.94 |       8.45
  Cache L2                           |            |           
    num cache accesses               |     119077 |      81767
    num cache misses                 |      76096 |      60083
    miss rate                        |     63.90% |     73.48%
    mpki                             |       2.63 |       6.23
  Cache L3                           |            |           
    num cache accesses               |      80229 |      60171
    num cache misses                 |      28013 |       7644
    miss rate                        |     34.92% |     12.70%
    mpki                             |       0.97 |       0.79
DRAM summary                         |            |           
  num dram accesses                  |      35616 |          0
  average dram access latency (ns)   |      61.77 |        inf
  average dram queueing delay        |       0.52 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |      13241 |       3465
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |          0 |          0
