                                     | Core 0     | Core 1    
  Instructions                       |   12321944 |    3952327
  Cycles                             |   10824000 |   10824000
  IPC                                |       1.14 |       0.37
  Time (ns)                          |    2706000 |    2706000
  Idle time (ns)                     |       1374 |    1781362
  Idle time (%)                      |       0.1% |      65.8%
Branch predictor stats               |            |           
  num correct                        |    1551149 |    1007879
  num incorrect                      |      96591 |      32093
  misprediction rate                 |      5.86% |      3.09%
  mpki                               |       7.84 |       8.12
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |    1816195 |     261120
    num misses                       |        172 |         28
    miss rate                        |      0.01% |      0.01%
    mpki                             |       0.01 |       0.01
  D-TLB                              |            |           
    num accesses                     |    3208610 |    1082254
    num misses                       |       1832 |        206
    miss rate                        |      0.06% |      0.02%
    mpki                             |       0.15 |       0.05
  L2 TLB                             |            |           
    num accesses                     |       2004 |        234
    num misses                       |        592 |        162
    miss rate                        |     29.54% |     69.23%
    mpki                             |       0.05 |       0.04
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |    1816195 |     261120
    num cache misses                 |       2758 |        182
    miss rate                        |      0.15% |      0.07%
    mpki                             |       0.22 |       0.05
  Cache L1-D                         |            |           
    num cache accesses               |    3208610 |    1082254
    num cache misses                 |      58319 |      35104
    miss rate                        |      1.82% |      3.24%
    mpki                             |       4.73 |       8.88
  Cache L2                           |            |           
    num cache accesses               |      63241 |      35286
    num cache misses                 |      43884 |      28371
    miss rate                        |     69.39% |     80.40%
    mpki                             |       3.56 |       7.18
  Cache L3                           |            |           
    num cache accesses               |      46126 |      28386
    num cache misses                 |      18471 |       2062
    miss rate                        |     40.04% |      7.26%
    mpki                             |       1.50 |       0.52
DRAM summary                         |            |           
  num dram accesses                  |      20517 |          0
  average dram access latency (ns)   |      62.03 |        inf
  average dram queueing delay        |       0.78 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |      11076 |        909
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |          0 |          0
