450400952,370165824,228762400,253636224,184852064,122316516,69168404,20572776,0
159440479,129509256,83228024,89259808,65916608,45569612,29518704,0,20572776
115838754,90939344,64032172,67422004,53662116,41253492,0,29518704,69168404
91322248,71926764,55228748,60730144,45016212,0,41253492,45569612,122316516
88767059,70462608,53399068,63503412,0,45016212,53662116,65916608,184852064
121482995,96438476,73317856,0,63503412,60730144,67422004,89259808,253636224
99094991,80532668,0,73317856,53399068,55228748,64032172,83228024,228762400
122836483,0,80532668,96438476,70462608,71926764,90939344,129509256,370165824
0,122836483,99094991,121482995,88767059,91322248,115838754,159440479,450400952

