19650755,14320918,10160115,9894873,10474778,9433402,11267007,10049735,12040033,0
33749069,27823269,20973330,18998479,21776264,21452464,21053846,18314141,0,12040033
26272649,20462512,15685024,15202116,16217291,15385723,16442748,0,18314141,10049735
31184901,25202846,20067784,18136483,19175984,18999293,0,16442748,21053846,11267007
28916094,21904707,17767494,14565611,18220940,0,18999293,15385723,21452464,9433402
32758086,27290557,19769954,14631843,0,18220940,19175984,16217291,21776264,10474778
31827273,22695730,15894718,0,14631843,14565611,18136483,15202116,18998479,9894873
28954243,22307037,0,15894718,19769954,17767494,20067784,15685024,20973330,10160115
38317824,0,22307037,22695730,27290557,21904707,25202846,20462512,27823269,14320918
0,38317824,28954243,31827273,32758086,28916094,31184901,26272649,33749069,19650755

