14,3437235,1048997,22142969,8394180
15,3230553,1048661,21311255,8389232
13,3050191,1048673,20589827,8389304
12,3140553,1048670,20951279,8389292
11,3142285,1048670,20958207,8389292
10,3097421,1048661,20778727,8389232
9,3121916,1048670,20876731,8389292
8,3131542,1048661,20915211,8389232
7,3097487,1048670,20779015,8389292
6,3095973,1048780,20774603,8390932
5,3109521,1048661,20827127,8389232
4,3130882,1048661,20912571,8389232
3,3446955,1048771,22178507,8390872
2,3493196,1048670,22361851,8389292
1,3525894,1048670,22492643,8389292
0,18915872,1059490,151195978,8454287
