199017363,18944388,22268204,9389788,13080992,11506112,11601332,27329796,0
118726467,9812784,7471380,3323784,4568268,5487208,27110268,0,27329796
109501870,11111144,11183456,4716352,25680876,6406820,0,27110268,11601332
73547062,6708188,13170308,12503348,6903168,0,6406820,5487208,11506112
122619510,12346268,11803584,22698576,0,6903168,25680876,4568268,13080992
81174780,6968900,6405344,0,22698576,12503348,4716352,3323784,9389788
101719611,14730764,0,6405344,11803584,13170308,11183456,7471380,22268204
98123377,0,14730764,6968900,12346268,6708188,11111144,9812784,18944388
0,98123377,101719611,81174780,122619510,73547062,109501870,118726467,199017363

