59402710,41853811,35164310,29568025,34685083,38200035,21294644,27722355,0
29503729,19118710,19962908,15516938,20792706,19629126,14046726,0,27722355
24323826,17944069,12025175,18496348,12550316,14376969,0,14046726,21294644
27610063,16697801,17023361,17422168,13689862,0,14376969,19629126,38200035
26106331,16247474,25262392,16667843,0,13689862,12550316,20792706,34685083
22806854,10601186,11571673,0,16667843,17422168,18496348,15516938,29568025
22904600,14875423,0,11571673,25262392,17023361,12025175,19962908,35164310
35409423,0,14875423,10601186,16247474,16697801,17944069,19118710,41853811
0,35409423,22904600,22806854,26106331,27610063,24323826,29503729,59402710

