10,24042498,12456416,177124030,97220533
3,24065274,12465335,177285276,97289267
6,24069186,12471365,177326442,97338661
5,24058538,12462615,177238874,97267505
2,24304712,12561941,179000615,98043961
11,24180927,12512575,178120713,97659401
12,24183252,12515565,178141430,97683501
13,24180438,12512734,178112694,97659477
7,24189646,12523431,178191862,97745169
4,24259467,12543162,178672734,97897325
9,24276843,12550970,178801590,97958777
8,24259754,12543158,178676170,97897413
1,24176359,12522119,178108400,97737437
0,85790762,53109113,647601552,417332336
