10172622,10510844,5321752,5227592,5337472,5392364,5344668,5390692,0
6379327,10704816,5526192,5595440,5603520,5499476,5408664,0,5390692
6296206,10615172,5534788,5467200,5438128,5446936,0,5408664,5344668
6304510,10516676,5406236,5311444,5461512,0,5446936,5499476,5392364
5758474,10489028,5277896,5354576,0,5461512,5438128,5603520,5337472
6580150,10521396,5378832,0,5354576,5311444,5467200,5595440,5227592
11500689,10418396,0,5378832,5277896,5406236,5534788,5526192,5321752
14633110,0,10418396,10521396,10489028,10516676,10615172,10704816,10510844
0,14633110,11500689,6580150,5758474,6304510,6296206,6379327,10172622

