13434339,818401,606014,397816,769572,550898,698698,498166,274579,219162,338789,306447,608744,0
12754415,692219,445853,188270,550412,512373,468631,501116,219518,207326,345560,338499,0,608744
10826784,405258,359788,168274,481663,332482,315077,422296,218696,130435,149027,0,338499,306447
9901558,353129,326576,167662,495832,228768,337101,415235,183072,135625,0,149027,345560,338789
9969689,483976,310090,141748,498022,249688,300026,441763,123370,0,135625,130435,207326,219162
9824495,405365,373660,174442,459621,283126,342801,414150,0,123370,183072,218696,219518,274579
8143137,651668,521274,422182,778302,558972,751697,0,414150,441763,415235,422296,501116,498166
8214958,496608,515971,403449,547395,331533,0,751697,342801,300026,337101,315077,468631,698698
8159533,552945,379821,246101,643273,0,331533,558972,283126,249688,228768,332482,512373,550898
8572461,755679,531010,467356,0,643273,547395,778302,459621,498022,495832,481663,550412,769572
9646950,501558,248316,0,467356,246101,403449,422182,174442,141748,167662,168274,188270,397816
9701740,603344,0,248316,531010,379821,515971,521274,373660,310090,326576,359788,445853,606014
8747869,0,603344,501558,755679,552945,496608,651668,405365,483976,353129,405258,692219,818401
0,8747869,9701740,9646950,8572461,8159533,8214958,8143137,9824495,9969689,9901558,10826784,12754415,13434339

