15,3128484,193321,16029980,1824532
14,2733620,190706,14437179,1802748
13,2488244,193295,13456331,1814608
12,2522055,192306,13591119,1809464
11,1922436,190938,11192123,1802920
10,1933228,190769,11235199,1801816
9,1883902,191513,11040099,1811948
8,1866632,195888,11020343,1852136
7,1905927,203779,11285483,1913552
6,1819011,203487,10939495,1912880
5,1936670,204215,11410251,1917836
4,1951265,203735,11486103,1921644
3,4033634,210085,19854983,1964524
2,4071748,209838,20015775,1966020
1,4258338,217832,20782459,2075404
0,2857174,450553,15801148,3549824
