54029440,6542382,4278977,2463499,3888808,1943434,2258674,1542069,1936936,3573981,2498627,4072405,2829491,0
73079724,10920902,5745864,3633877,3837887,2914323,2740561,2088756,2090488,2575003,2650784,4485304,0,2829491
52439833,9261262,5436387,4571756,4755598,3115093,3186445,3701412,3788885,4741872,2686579,0,4485304,4072405
24597456,5493076,3619145,2452610,3573132,2352538,3170126,2875465,1956418,3487094,0,2686579,2650784,2498627
76170017,11090278,6626555,3937741,4996724,3506575,3013415,1929945,3243914,0,3487094,4741872,2575003,3573981
42542601,5768732,3516520,2216107,2952799,1680743,1971343,1217663,0,3243914,1956418,3788885,2090488,1936936
28410559,4335480,3546003,1848597,2330230,1218504,2099408,0,1217663,1929945,2875465,3701412,2088756,1542069
29413582,5390533,3958415,2682183,4038698,2935136,0,2099408,1971343,3013415,3170126,3186445,2740561,2258674
24740015,4614175,3312365,2511577,3928373,0,2935136,1218504,1680743,3506575,2352538,3115093,2914323,1943434
53072923,9569816,7016872,4503751,0,3928373,4038698,2330230,2952799,4996724,3573132,4755598,3837887,3888808
26415676,5837396,5063865,0,4503751,2511577,2682183,1848597,2216107,3937741,2452610,4571756,3633877,2463499
38216235,9678399,0,5063865,7016872,3312365,3958415,3546003,3516520,6626555,3619145,5436387,5745864,4278977
29420178,0,9678399,5837396,9569816,4614175,5390533,4335480,5768732,11090278,5493076,9261262,10920902,6542382
0,29420178,38216235,26415676,53072923,24740015,29413582,28410559,42542601,76170017,24597456,52439833,73079724,54029440

