9401438,8837592,4219460,4088672,4305248,4188952,4121980,4297588,4229460,0
5826983,8962032,4292924,4183020,4154540,4186784,4093396,4169644,0,4229460
5930606,9002940,4342844,4285660,4281408,4176744,4169536,0,4169644,4297588
5565482,8939772,4217084,4241980,4114484,4169244,0,4169536,4093396,4121980
5686630,8788496,4173248,4183860,4082060,0,4169244,4176744,4186784,4188952
5923734,8964304,4252412,4236708,0,4082060,4114484,4281408,4154540,4305248
5005462,8657376,3993696,0,4236708,4183860,4241980,4285660,4183020,4088672
4823393,8684376,0,3993696,4252412,4173248,4217084,4342844,4292924,4219460
19471786,0,8684376,8657376,8964304,8788496,8939772,9002940,8962032,8837592
0,19471786,4823393,5005462,5923734,5686630,5565482,5930606,5826983,9401438

