6838054,3922524,1264096,1265264,1249280,1188832,1255652,1215904,1284312,1290296,1247768,1255656,1227596,1246696,1207224,1218352,0
2986655,3922292,1274264,1318532,1275756,1240948,1293896,1298976,1298616,1329664,1284836,1283808,1236148,1279008,1244140,0,1218352
2980038,3901272,1251420,1290916,1237796,1265992,1255260,1249548,1275752,1262220,1306456,1219508,1174900,1272000,0,1244140,1207224
2911646,3919324,1258124,1298256,1263740,1264444,1273552,1276120,1243520,1312732,1258616,1238080,1293508,0,1272000,1279008,1246696
3051898,3861100,1279680,1329648,1278476,1252808,1274924,1241332,1312924,1313944,1298724,1302008,0,1293508,1174900,1236148,1227596
3250886,3875664,1246804,1274264,1232180,1212984,1247568,1232828,1250572,1305072,1174600,0,1302008,1238080,1219508,1283808,1255656
3181046,3873600,1260300,1290672,1228200,1247728,1253628,1217088,1284840,1293444,0,1174600,1298724,1258616,1306456,1284836,1247768
3306174,4020280,1312040,1370540,1295996,1288192,1292692,1271756,1256220,0,1293444,1305072,1313944,1312732,1262220,1329664,1290296
3357614,3879436,1284492,1295360,1225048,1251532,1251864,1220512,0,1256220,1284840,1250572,1312924,1243520,1275752,1298616,1284312
9156446,3892428,1228340,1230548,1240940,1238988,1232028,0,1220512,1271756,1217088,1232828,1241332,1276120,1249548,1298976,1215904
3303846,3947572,1315556,1305776,1247312,1234220,0,1232028,1251864,1292692,1253628,1247568,1274924,1273552,1255260,1293896,1255652
3177366,3863284,1210172,1261340,1176156,0,1234220,1238988,1251532,1288192,1247728,1212984,1252808,1264444,1265992,1240948,1188832
3275086,3894268,1276132,1312484,0,1176156,1247312,1240940,1225048,1295996,1228200,1232180,1278476,1263740,1237796,1275756,1249280
2809478,3942696,1203580,0,1312484,1261340,1305776,1230548,1295360,1370540,1290672,1274264,1329648,1298256,1290916,1318532,1265264
2755089,3901364,0,1203580,1276132,1210172,1315556,1228340,1284492,1312040,1260300,1246804,1279680,1258124,1251420,1274264,1264096
11288254,0,3901364,3942696,3894268,3863284,3947572,3892428,3879436,4020280,3873600,3875664,3861100,3919324,3901272,3922292,3922524
0,11288254,2755089,2809478,3275086,3177366,3303846,9156446,3357614,3306174,3181046,3250886,3051898,2911646,2980038,2986655,6838054

