24861702,19009799,12853386,19532921,9333890,11010332,16042554,17241340,8431901,10069880,14168503,11151629,0
27438053,20803307,9915480,14871510,9549472,10204962,13936305,9511125,7625527,9147691,13298771,0,11151629
23795493,18943424,10936139,21839590,9653750,11137073,17487618,22054401,8049464,9642803,0,13298771,14168503
17950506,13416146,10412458,12388833,7434457,9779420,12351216,14289093,6530139,0,9642803,9147691,10069880
15793024,11823275,7977677,11239507,6517687,7730027,9931106,11942701,0,6530139,8049464,7625527,8431901
43256765,32211231,16076541,23747032,14232248,16963428,22216095,0,11942701,14289093,22054401,9511125,17241340
31008424,25031999,15449955,22520484,11237861,14187510,0,22216095,9931106,12351216,17487618,13936305,16042554
21404256,16611190,12486820,16381968,8665048,0,14187510,16963428,7730027,9779420,11137073,10204962,11010332
16894140,12202826,10274008,13905982,0,8665048,11237861,14232248,6517687,7434457,9653750,9549472,9333890
40378350,29984547,18115914,0,13905982,16381968,22520484,23747032,11239507,12388833,21839590,14871510,19532921
25979436,18414249,0,18115914,10274008,12486820,15449955,16076541,7977677,10412458,10936139,9915480,12853386
34110120,0,18414249,29984547,12202826,16611190,25031999,32211231,11823275,13416146,18943424,20803307,19009799
0,34110120,25979436,40378350,16894140,21404256,31008424,43256765,15793024,17950506,23795493,27438053,24861702

