3540974,347680,411815,415004,568027,407902,407069,406055,414411,0
3675211,351818,413015,427481,508399,409531,408495,409173,0,414411
4230313,368404,416775,408673,483599,404958,405351,0,409173,406055
4346022,381076,405120,405978,475105,408326,0,405351,408495,407069
3799883,352333,406407,409805,519016,0,408326,404958,409531,407902
4269811,441609,545294,505255,0,519016,475105,483599,508399,568027
2849458,319813,433283,0,505255,409805,405978,408673,427481,415004
2907261,333927,0,433283,545294,406407,405120,416775,413015,411815
12247967,0,333927,319813,441609,352333,381076,368404,351818,347680
0,12247967,2907261,2849458,4269811,3799883,4346022,4230313,3675211,3540974

