6747,0,0,0,742,0,0,61,798,155,1820,1005,10846,391,0,97,15,3136,0,0,0,847,1399,24,39,0,1933,252,751,661,156,520,712,0,747,215,12404,1257,406,369,253,138,341,1241,0
6025,0,22,0,750,4,0,339,262,0,64,280,1045691,112,0,369,29,4009,0,1,25,3855,1294,4,6,2,4311,153,187,191,106,860,0,2,1043,103,509,4144,145,163,116,467,195,0,1241
12191,1770,2,1,2136,1,2749,1292,1100,1760,3499,1904,22534,355,1,137,29,73,1,1,1,1,334,3457,5,2,1,4079,991,1230,1555,361,33,1,209,243,247357,1,3713,718,377,184,0,195,341
6988,13,0,57,675,0,0,432,286,9102,50,258,1053562,187,0,353,31,54,0,0,43,12,166,0,3,0,13,177,2442,189,119,101,9444,1,99,132,589,12,152,2689,127,0,184,467,138
6324,0,0,0,1060,0,11,70,1196,0,1704,951,10833,1387,0,947,2548,0,7,0,0,46,159,0,485,1866,4,414,386,1716,183,129,40,465,272,923,11614,0,353,350,0,127,377,116,253
14783,0,0,0,1496,0,0,77,1065,5640,4044,1524,23606,451,0,122,33,141,0,0,0,0,621,24,0,0,0,742,3458,1342,774,435,6467,0,749,314,41579,0,912,0,350,2689,718,163,369
14061,2763,4,0,2727,0,3699,1075,1308,2266,3927,3538,24736,517,0,170,34,82,0,0,3,0,380,1096,17,0,0,2201,1052,1436,4624,409,0,12,252,320,118531,0,0,912,353,152,3713,145,406
2722,17,0,0,176,0,4,386,40,2,4,94,32449,0,0,0,12,0,0,0,0,41,1528,0,4,11,48,0,0,40,0,2738,21,4,294,2,1045,0,0,0,0,12,1,4144,1257
205457,1521,1,4,607,1,2210,756,2297,2901,84,2178,21238,12895,1,532,3180,1072,1,1,1,1046,13348,1517,2771,1323,1196,212660,26767,13933,472480,9874,2663,2712,9834,11799,0,1045,118531,41579,11614,589,247357,509,12404
6718,0,1,0,1179,11,1,119,722,0,1820,1329,10795,2516,0,1186,996,28,0,0,0,0,301,0,2126,959,0,262,373,1091,230,73,0,714,198,0,11799,2,320,314,923,132,243,103,215
