9225823,1115592,1545660,1565804,2843284,3082296,1720884,1004048,1019780,0
10714431,1479380,1597200,1451692,1761656,3316764,1476512,623564,0,1019780
7792875,421348,393836,577840,779040,1608128,1186860,0,623564,1004048
10043779,1552120,1927540,1420304,2313192,4042604,0,1186860,1476512,1720884
11996123,2451324,2711800,2342768,2576208,0,4042604,1608128,3316764,3082296
10182207,2362236,1653184,1430032,0,2576208,2313192,779040,1761656,2843284
9869119,1232164,722308,0,1430032,2342768,1420304,577840,1451692,1565804
9899583,625160,0,722308,1653184,2711800,1927540,393836,1597200,1545660
8492952,0,625160,1232164,2362236,2451324,1552120,421348,1479380,1115592
0,8492952,9899583,9869119,10182207,11996123,10043779,7792875,10714431,9225823

