50,1834996,650145,12321359,4597772
49,21930359,11680826,97796240,49552375
48,21254469,11427693,94477041,50250094
47,22887251,12282605,102111597,53312778
46,35234588,18721643,156967300,79649602
45,25364770,13422293,113016508,56589117
44,33170951,17502237,147720691,73116234
43,18666448,9885598,82911595,42014938
42,22517219,11999615,100809514,50903975
41,24329585,12990758,108610671,55959952
40,28103683,15132569,125444603,66265583
39,28266094,14827627,125804816,62093192
38,23316222,12229456,103933743,50302056
37,27723600,14400708,122214971,61508292
36,21234897,10201119,87708146,46975788
35,67000619,33908615,286640993,151425782
34,75551931,37766743,321199991,169618510
33,2852292,982922,21073140,6789599
32,3270659,1124099,24169946,7764138
31,3826514,1313283,28281969,9070704
30,3753238,1289960,27737447,8910758
29,3273563,1122377,24197288,7751996
28,3625551,1241131,26803024,8571777
27,3319676,1139015,24536360,7866885
26,3310661,1137627,24466372,7857887
25,4037136,1386439,29835439,9576107
24,3135200,1077466,23139280,7442602
23,3552936,1223193,26252197,8450501
22,3433986,1179263,25379473,8144954
21,7459861,2554882,55148520,17646446
20,6555162,2249421,48451419,15537513
19,6376962,2192210,47127019,15143407
18,6709030,2303899,49585264,15914101
17,1698,1228,9735,7368
16,1699,1228,9743,7368
15,1697,1227,9727,7360
14,42292297,14832466,190637863,59532054
13,1704,1235,9779,7416
12,1698,1228,9735,7368
11,1697,1227,9727,7360
10,41964577,14714611,189116229,59033218
9,1799,1295,10437,7870
8,1699,1227,9743,7360
7,1574441,563150,7147485,2303488
6,42087972,14758604,189683390,59216139
5,1700,1228,9751,7368
4,1701,1228,9759,7368
3,41971295,14717425,189153176,59048427
1,41971128,14718945,189178771,59070613
2,1392267,869975,23923091,11499192
0,2223500,630181,12980222,3673690
