12405223,3551136,3472696,3158436,2819080,3001896,2068448,2462008,5028564,2610268,3608976,2247316,3396112,4082504,0
8855303,1246412,1156448,2260756,1067656,389400,623592,820832,921360,601332,1652328,443392,1043364,0,4082504
7843335,1180608,641596,1559476,1199884,342892,803728,421864,582936,638048,1100156,369052,0,1043364,3396112
5444255,348680,451148,1349876,381820,143004,247700,419112,445108,549304,436520,0,369052,443392,2247316
6414011,2382172,1526940,1759368,816220,718736,1325084,600524,1399664,822956,0,436520,1100156,1652328,3608976
6035755,540912,539920,1481660,298628,417156,369748,268276,771080,0,822956,549304,638048,601332,2610268
13732387,893452,851440,1504324,1476824,1338412,666288,327368,0,771080,1399664,445108,582936,921360,5028564
5589307,357980,619892,1359768,420372,359336,315288,0,327368,268276,600524,419112,421864,820832,2462008
6301747,532180,778544,1508512,768748,453796,0,315288,666288,369748,1325084,247700,803728,623592,2068448
7012766,851056,802072,1314508,704160,0,453796,359336,1338412,417156,718736,143004,342892,389400,3001896
5601259,1384680,1143972,1404128,0,704160,768748,420372,1476824,298628,816220,381820,1199884,1067656,2819080
7507075,1327304,1425140,0,1404128,1314508,1508512,1359768,1504324,1481660,1759368,1349876,1559476,2260756,3158436
10573419,250760,0,1425140,1143972,802072,778544,619892,851440,539920,1526940,451148,641596,1156448,3472696
9986248,0,250760,1327304,1384680,851056,532180,357980,893452,540912,2382172,348680,1180608,1246412,3551136
0,9986248,10573419,7507075,5601259,7012766,6301747,5589307,13732387,6035755,6414011,5444255,7843335,8855303,12405223

