205562,20910,10,695,776,8,729,10,537,10,535,2363,15,2213,1767,1893,1774,2677,2007,2505,2259,3562,1738,4533,304575,793317,214364,624042,46097,27746,28875,28477,18464,19177,22861,0
8136,14605,0,718,116,0,247,0,69,0,1441,1354,0,0,0,0,0,0,0,51,24,2133,1285,4579,497,1191,369,587,465,392,477,364,1750,2224,0,22861
8564,15052,0,853,101,0,327,0,98,0,1364,1455,0,0,27,0,0,48,0,24,0,38,4204,4004,1485,2167,1425,1626,1766,1758,1402,1445,1995,0,2224,19177
8566,14502,0,1032,126,0,436,0,80,0,1544,1553,0,0,51,0,48,24,0,0,24,5193,1352,2899,436,1195,509,637,551,361,653,428,0,1995,1750,18464
12241,23068,0,850,111,0,1369,0,1391,0,106,1191,0,0,120,0,51,458,5415,963,2178,0,0,1439,664,1766,493,661,1610,1802,2107,0,428,1445,364,28477
12366,21890,0,911,103,0,1924,0,669,0,132,1233,0,0,96,0,51,1938,680,3013,3125,0,0,1229,643,1551,667,801,1937,1418,0,2107,653,1402,477,28875
11725,20960,0,832,104,0,1387,0,1111,0,154,1040,0,0,147,0,0,3058,0,4138,980,0,0,1460,672,1529,574,722,2301,0,1418,1802,361,1758,392,27746
13312,22177,0,974,113,0,1374,0,1346,0,121,1371,0,0,147,0,0,3687,2914,771,1991,24,0,1465,589,1806,677,624,0,2301,1937,1610,551,1766,465,46097
14949,24061,0,2507,1527,0,586,0,156,0,167,1918,0,2554,3735,2898,1300,25,0,24,48,25,24,2312,3809,4874,3302,0,624,722,801,661,637,1626,587,624042
12206,20261,0,46571,1051,0,505,0,138,0,137,1858,0,1173,3877,1865,2672,27,0,24,0,24,24,1567,9241,4782,0,3302,677,574,667,493,509,1425,369,214364
13120,23316,0,1962,1289,0,618,0,132,0,133,1525,0,467,863,3193,4824,52,0,26,78,80,26,2070,3574,0,4782,4874,1806,1529,1551,1766,1195,2167,1191,793317
13086,21404,0,2197,1058,0,470,0,128,0,155,1462,0,4665,2104,1261,965,52,0,52,26,26,27,2095,0,3574,9241,3809,589,672,643,664,436,1485,497,304575
4087,42756,0,506,540,0,98,0,25,0,5273,1960,13,57,39,52,74,30,40,34,39,3230,1288,0,2095,2070,1567,2312,1465,1460,1229,1439,2899,4004,4579,4533
4220,50585,0,349,448,0,41,0,0,0,5321,762,0,0,68,34,24,44,8,24,18,1267,0,1288,27,26,24,24,0,0,0,0,1352,4204,1285,1738
4320,46296,0,557,452,0,41,0,0,0,5343,2405,0,44,6,4,8,14,2,13,52,0,1267,3230,26,80,24,25,24,0,0,0,5193,38,2133,3562
5789,57919,0,550,599,0,4241,12,3341,0,18,281,0,7,12,6,27,2071,1075,2174,0,52,18,39,26,78,0,48,1991,980,3125,2178,24,0,24,2259
5889,70274,0,597,600,0,4683,0,3839,0,10,281,0,32,44,27,16,1584,1560,0,2174,13,24,34,52,26,24,24,771,4138,3013,963,0,24,51,2505
5944,69865,0,513,688,0,3085,0,4497,0,0,249,0,19,70,38,11,2215,0,1560,1075,2,8,40,0,0,0,0,2914,0,680,5415,0,0,0,2007
6402,70726,0,461,776,0,4428,0,4175,0,40,321,1,18,52,16,41,0,2215,1584,2071,14,44,30,52,52,27,25,3687,3058,1938,458,24,48,0,2677
6534,66997,0,5419,5501,0,13,0,5,0,9,395,9,1557,1348,2664,0,41,11,16,27,8,24,74,965,4824,2672,1300,0,0,51,51,48,0,0,1774
107500,68378,0,5445,4648,0,1,0,1,0,1,423,0,1756,1574,0,2664,16,38,27,6,4,34,52,1261,3193,1865,2898,0,0,0,0,0,0,0,1893
6833,71784,0,4502,5846,1,61,0,41,19,52,441,0,2654,0,1574,1348,52,70,44,12,6,68,39,2104,863,3877,3735,147,147,96,120,51,27,0,1767
6274,62953,13,5461,3688,1,19,0,1,4,3,423,15,0,2654,1756,1557,18,19,32,7,44,0,57,4665,467,1173,2554,0,0,0,0,0,0,0,2213
356,64,5,1,0,2,1,1,6,0,275,58,0,15,0,0,9,1,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,15
950,38237,0,1007,700,1,595,0,535,14,496,0,58,423,441,423,395,321,249,281,281,2405,762,1960,1462,1525,1858,1918,1371,1040,1233,1191,1553,1455,1354,2363
6555,1045743,0,708,385,1,549,11,521,5,0,496,275,3,52,1,9,40,0,10,18,5343,5321,5273,155,133,137,167,121,154,132,106,1544,1364,1441,535
358,45,3,1,0,5,24,63,284,0,5,14,0,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
