88322995,68728268,38057600,24164504,47773540,37345196,42631056,37325756,38337440,40599780,44663796,0
103580911,84114572,63770224,45230012,83238320,64937980,64456616,73200248,57219732,64896996,0,44663796
101860751,83480156,68139212,42484256,75264304,59599348,56058668,65105296,60738868,0,64896996,40599780
91253003,71201292,64973644,34987628,68680596,53282652,59258040,47401980,0,60738868,57219732,38337440
114206559,90836664,68361248,40720996,75722988,59238348,68208256,0,47401980,65105296,73200248,37325756
106231755,85744276,58497796,43734456,77041364,60908672,0,68208256,59258040,56058668,64456616,42631056
102352064,81363704,60940008,41179728,73724104,0,60908672,59238348,53282652,59599348,64937980,37345196
117834647,101146288,81735648,45322088,0,73724104,77041364,75722988,68680596,75264304,83238320,47773540
72016747,56273256,44381280,0,45322088,41179728,43734456,40720996,34987628,42484256,45230012,24164504
113568952,92740408,0,44381280,81735648,60940008,58497796,68361248,64973644,68139212,63770224,38057600
125316416,0,92740408,56273256,101146288,81363704,85744276,90836664,71201292,83480156,84114572,68728268
0,125316416,113568952,72016747,117834647,102352064,106231755,114206559,91253003,101860751,103580911,88322995

