3,58675341,119979,235264563,934780
5,85874041,2417309,366893428,19726596
8,77824461,2417029,334691667,19722892
11,75941965,2417153,327162893,19724668
6,77323378,2416344,332686933,19721200
4,59754377,63506,239244547,483712
2,77082134,63355,308553831,481828
9,87829162,2417146,374712194,19724640
7,85778248,2417253,366510356,19726352
12,122198549,2417101,512189869,19724504
10,57031743,119979,228690223,934780
13,127898261,2417367,534992052,19728088
1,101419142,2417211,429073912,19726180
0,96557028,2586995,410033428,20754449
