8,74746007,421076,319868143,3046764
6,87508147,483622,371700577,3501676
5,108459949,493949,455967150,3576548
7,55290155,444263,243802299,3186456
9,68743041,467616,296738360,3385856
4,77052709,404750,329085057,2928096
3,80928831,480628,345652511,3473220
11,78377683,423644,334096483,3069540
12,132005185,443675,549434611,3205456
2,173045586,484702,713185759,3523692
10,69991295,440282,300831843,3193248
13,130161011,459211,542326109,3322384
1,61016125,408225,265248679,2941824
0,57632565,536537,252861037,3696720
