15779241,12657936,6479307,6378489,12542013,22948252,9535503,9614692,12991734,6235731,13191090,8602778,17532067,9053117,0
16312515,14372556,7239156,7840342,10157547,18448796,10816251,10161866,9511999,7072397,11666710,8724864,14198892,0,9053117
29728731,25287233,6076874,11729474,12080245,5302376,10339072,15930521,3784832,12719638,5700477,12462281,0,14198892,17532067
15911332,12332893,6070305,6333958,10759587,18667618,8754029,9462772,9614477,6381889,10638209,0,12462281,8724864,8602778
22684243,17779738,5729551,10404799,10231909,5858027,9402163,11723726,3995761,9480039,0,10638209,5700477,11666710,13191090
12741706,10794904,5960806,5695254,10513600,15237403,7744039,8217461,10011667,0,9480039,6381889,12719638,7072397,6235731
21876433,18338888,4758127,9624977,9041251,2118626,9264877,12506785,0,10011667,3995761,9614477,3784832,9511999,12991734
19225462,17087398,6952119,8247267,13072728,20394086,12127062,0,12506785,8217461,11723726,9462772,15930521,10161866,9614692
21441225,17971534,7105253,8127147,10945784,14740507,0,12127062,9264877,7744039,9402163,8754029,10339072,10816251,9535503
37857414,31560886,7625532,17292580,14404740,0,14740507,20394086,2118626,15237403,5858027,18667618,5302376,18448796,22948252
25266063,19642823,7179006,9444701,0,14404740,10945784,13072728,9041251,10513600,10231909,10759587,12080245,10157547,12542013
13586329,12506673,6256500,0,9444701,17292580,8127147,8247267,9624977,5695254,10404799,6333958,11729474,7840342,6378489
13208268,9869947,0,6256500,7179006,7625532,7105253,6952119,4758127,5960806,5729551,6070305,6076874,7239156,6479307
25593667,0,9869947,12506673,19642823,31560886,17971534,17087398,18338888,10794904,17779738,12332893,25287233,14372556,12657936
0,25593667,13208268,13586329,25266063,37857414,21441225,19225462,21876433,12741706,22684243,15911332,29728731,16312515,15779241

