10,2696992,354567,11779459,1631856
15,2899100,347813,12606523,1602384
8,2716775,341114,11835739,1577748
9,6737815,411570,27911175,1881788
13,3050573,338443,13258641,1566328
11,2987935,349139,12904084,1613864
14,8723564,444031,35866111,2033824
12,2992179,345937,13001556,1595272
7,2764296,356402,12135771,1637412
6,2693266,362139,11874959,1660864
3,5348432,475152,22545643,2128516
2,5335157,437192,22508296,1974240
5,2847580,368371,12554651,1682680
4,2765922,376611,12253680,1717784
1,6240840,480123,26200626,2147228
0,1266796,443614,6359563,1904428
